Location,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"2,006","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,737"
28-Jun-15,"3,087",93,"2,517",21,133,"2,526",90,"1,305","1,082",44,50,49,52,50,55,0,52,64,58,90,62,183,87,53,55,78,"4,145",298,342,264,297,263,260,247,262,340,259,266,272,229,261,285,"3,931",0,"1,125",993,919,894,3,2,1,0,"18,933"
29-Jun-15,"3,093",94,"2,502",23,144,"2,514",93,"1,206","1,154",54,70,51,54,57,60,0,54,61,72,81,62,195,86,69,49,79,"4,195",298,365,264,300,265,265,247,255,330,270,269,272,228,273,294,"3,905",0,"1,134",997,917,857,14,5,6,3,"18,937"
30-Jun-15,"3,093",94,"2,502",23,144,"2,514",93,"1,206","1,154",54,70,51,54,57,60,0,54,61,72,81,62,195,86,69,49,79,"4,195",298,365,264,300,265,265,247,255,330,270,269,272,228,273,294,"3,904",0,"1,133",997,917,857,14,5,6,3,"18,936"
Avg Population,"3,093",93,"2,495",23,139,"2,520",94,"1,321","1,112",47,52,52,53,52,56,0,53,67,61,89,64,186,88,55,55,80,"4,160",299,346,267,299,263,260,251,262,337,259,267,272,229,262,286,"3,941",0,"1,129",995,925,893,14,5,5,3,"19,004"
