Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,233","2,066","2,167","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,991"
19-Mar-06,"4,354","3,232","2,040","1,714","1,638",87,97,77,91,94,95,93,93,96,78,79,73,213,94,88,94,96,"3,048",294,280,277,278,274,248,279,279,280,279,280,"4,753",966,854,993,126,916,898,12,3,5,4,5,58,"20,854"
20-Mar-06,"4,354","3,211","2,044","1,715","1,699",89,97,80,97,101,97,94,95,98,81,81,77,224,95,95,97,101,"3,050",294,280,279,278,273,248,279,280,280,279,280,"4,765",966,866,992,126,914,901,12,3,5,4,5,6,"20,861"
21-Mar-06,"4,359","3,203","2,037","1,716","1,691",90,96,84,97,101,97,94,92,98,80,77,76,223,94,95,97,100,"3,053",294,280,280,279,273,248,280,280,280,279,280,"4,779",970,865,993,128,921,902,12,3,5,4,5,5,"20,860"
22-Mar-06,"4,370","3,199","2,036","1,729","1,703",89,96,84,96,100,96,91,96,99,83,77,85,223,94,97,97,100,"3,050",293,278,278,279,274,250,280,280,280,278,280,"4,775",969,864,994,128,918,902,12,3,5,4,5,5,"20,884"
23-Mar-06,"4,392","3,205","2,036","1,728","1,713",89,96,93,96,99,94,90,94,99,83,82,86,227,94,96,96,99,"3,048",295,278,277,280,273,250,280,280,280,275,280,"4,774",971,864,992,128,918,901,12,3,5,4,5,6,"20,919"
24-Mar-06,"4,405","3,198","2,024","1,727","1,674",89,96,90,94,100,92,87,89,98,80,78,85,225,92,95,86,98,"3,055",295,280,278,280,274,250,278,280,280,280,280,"4,764",971,864,995,128,911,895,12,3,5,4,5,23,"20,887"
25-Mar-06,"4,405","3,195","2,025","1,727","1,670",89,96,90,94,100,91,87,89,97,80,77,85,224,92,95,86,98,"3,053",294,280,277,280,274,250,278,280,280,280,280,"4,761",969,864,995,128,911,894,12,3,5,4,5,24,"20,877"
26-Mar-06,"4,403","3,193","2,023","1,727","1,670",89,96,90,94,100,91,87,89,97,80,77,85,224,92,95,86,98,"3,050",293,280,277,278,274,250,278,280,280,280,280,"4,761",969,864,995,128,911,894,12,3,5,4,5,25,"20,869"
27-Mar-06,"4,398","3,210","2,014","1,720","1,687",90,95,92,92,98,98,82,92,97,81,81,84,225,91,94,97,98,"3,048",293,280,278,277,274,247,279,280,280,280,280,"4,759",969,864,995,128,909,894,12,3,5,4,5,8,"20,861"
