Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","3,920",58,0,"3,082","1,781","1,488",0,0,0,300,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,627"
18-May-18,"3,381","3,795",31,0,"3,056","1,227",962,0,0,76,234,55,64,53,0,0,0,0,66,44,74,50,147,28,21,0,0,0,50,0,"3,685",240,292,267,263,211,217,269,265,246,263,263,219,184,256,230,"3,256",0,"1,321",999,0,936,6,0,4,2,28,2,18,8,0,0,"19,427"
19-May-18,"3,382","3,764",31,0,"3,049","1,227",957,0,0,76,232,55,64,53,0,0,0,0,66,44,74,47,147,28,21,0,0,0,50,0,"3,685",240,292,267,263,211,217,269,265,246,263,263,219,184,256,230,"3,256",0,"1,321",999,0,936,6,0,4,2,28,2,18,8,0,0,"19,385"
20-May-18,"3,378","3,764",31,0,"3,049","1,227",957,0,0,76,232,55,64,53,0,0,0,0,66,44,74,47,147,28,21,0,0,0,50,0,"3,684",240,292,267,263,211,217,269,265,246,262,263,219,184,256,230,"3,256",0,"1,321",999,0,936,6,0,4,2,28,2,18,8,0,0,"19,380"
21-May-18,"3,390","3,761",31,0,"3,050","1,227",976,0,0,79,233,60,66,54,0,0,0,0,66,46,74,47,152,28,21,0,0,0,50,0,"3,670",240,292,265,263,209,217,268,265,245,260,263,218,183,255,227,"3,254",0,"1,320",998,0,936,6,0,4,2,29,3,18,8,0,0,"19,394"
22-May-18,"3,411","3,783",31,0,"3,056","1,226",977,0,0,81,230,60,66,53,0,0,0,0,67,46,75,47,151,28,23,0,0,0,50,0,"3,660",239,294,263,263,209,217,269,264,235,261,264,217,183,255,227,"3,248",0,"1,318",997,0,933,6,0,4,2,29,3,19,7,0,0,"19,427"
23-May-18,"3,430","3,765",32,0,"3,049","1,240","1,003",0,0,81,249,60,66,53,0,0,0,0,67,53,75,48,152,28,22,0,0,0,49,0,"3,666",239,293,261,263,209,217,268,263,242,261,270,217,182,254,227,"3,248",0,"1,318",997,0,933,6,0,4,2,29,3,19,7,0,0,"19,468"
24-May-18,"3,426","3,777",33,0,"3,051","1,227",998,0,0,81,248,59,66,49,0,0,0,0,67,53,75,48,152,28,22,0,0,0,50,0,"3,673",238,293,259,263,209,218,267,263,240,261,270,217,182,266,227,"3,251",0,"1,317",997,0,937,6,0,4,2,29,3,19,7,0,0,"19,471"
25-May-18,"3,436","3,729",34,0,"3,064","1,248",997,0,0,81,249,59,66,47,0,0,0,0,67,53,75,48,152,28,22,0,0,0,50,0,"3,704",238,293,259,263,208,217,269,265,255,261,270,217,182,268,239,"3,250",0,"1,314","1,000",0,936,6,0,4,2,29,3,19,7,0,0,"19,497"
26-May-18,"3,434","3,728",34,0,"3,064","1,248",997,0,0,81,249,59,66,47,0,0,0,0,67,53,75,48,152,28,22,0,0,0,50,0,"3,704",238,293,259,263,208,217,269,265,255,261,270,217,182,268,239,"3,249",0,"1,314","1,000",0,935,6,0,4,2,29,3,19,7,0,0,"19,493"
27-May-18,"3,433","3,726",34,0,"3,062","1,248",993,0,0,81,245,59,66,47,0,0,0,0,67,53,75,48,152,28,22,0,0,0,50,0,"3,703",238,293,259,263,208,217,269,265,255,260,270,217,182,268,239,"3,249",0,"1,314","1,000",0,935,6,0,4,2,29,3,19,7,0,0,"19,483"
