Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity 1-Jun-19,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
,"3,207","3,786",29,0,"2,646","1,358","1,038",0,0,70,312,57,48,48,0,0,0,0,65,46,83,63,142,13,32,0,0,0,59,0,"4,279",300,292,275,307,339,280,310,279,343,275,280,279,161,265,294,"3,192",0,"1,270",997,0,925,8,0,5,3,25,5,17,1,0,2,"19,568"
2-Jun-19,"3,207","3,786",28,0,"2,646","1,358","1,032",0,0,70,308,57,48,48,0,0,0,0,65,46,83,63,142,13,30,0,0,0,59,0,"4,279",300,292,275,307,339,280,310,279,343,275,280,279,161,265,294,"3,192",0,"1,270",997,0,925,8,0,5,3,25,5,17,1,0,2,"19,561"
3-Jun-19,"3,204","3,790",28,0,"2,646","1,353","1,082",0,0,78,319,73,50,49,0,0,0,0,68,54,84,59,150,13,28,0,0,0,57,0,"4,288",300,290,275,306,339,282,309,279,348,273,279,279,161,273,295,"3,192",0,"1,266",999,0,927,8,0,5,3,25,5,17,1,0,2,"19,616"
4-Jun-19,"3,217","3,782",27,0,"2,652","1,332","1,081",0,0,78,314,73,50,52,0,0,0,0,67,54,84,63,150,13,26,0,0,0,57,0,"4,284",300,293,275,306,337,282,308,280,346,273,279,278,160,273,294,"3,181",0,"1,257",999,0,925,8,0,5,3,25,5,17,1,0,2,"19,589"
5-Jun-19,"3,240","3,763",26,0,"2,656","1,388","1,080",0,0,78,317,76,49,49,0,0,0,0,66,53,84,63,150,13,26,0,0,0,56,0,"4,284",299,292,275,306,337,280,308,282,351,274,279,276,160,271,294,"3,186",0,"1,253",999,0,934,8,0,5,3,24,4,17,1,0,2,"19,655"
6-Jun-19,"3,237","3,777",26,0,"2,653","1,346","1,077",0,0,78,310,76,48,48,0,0,0,0,68,54,84,63,150,13,26,0,0,0,59,0,"4,296",299,291,280,309,341,280,308,282,351,273,279,276,159,271,297,"3,181",0,"1,246",999,0,936,8,0,5,3,25,5,17,1,0,2,"19,626"
7-Jun-19,"3,229","3,790",26,0,"2,649","1,331","1,069",0,0,77,309,75,48,49,0,0,0,0,69,54,85,63,145,12,26,0,0,0,57,0,"4,293",299,294,280,309,340,280,306,281,350,272,278,280,159,270,295,"3,180",0,"1,245",999,0,936,8,0,5,3,24,4,17,1,0,2,"19,599"
8-Jun-19,"3,228","3,788",26,0,"2,648","1,331","1,067",0,0,77,306,73,48,49,0,0,0,0,71,54,85,63,145,13,26,0,0,0,57,0,"4,292",299,294,280,309,340,280,306,281,350,272,278,280,159,269,295,"3,179",0,"1,244",999,0,936,8,0,5,3,24,4,17,1,0,2,"19,591"
9-Jun-19,"3,228","3,787",26,0,"2,659","1,331","1,066",0,0,77,306,73,48,49,0,0,0,0,71,54,85,63,145,13,25,0,0,0,57,0,"4,290",299,294,280,309,340,280,304,281,350,272,278,280,159,269,295,"3,178",0,"1,244",998,0,936,8,0,5,3,24,4,17,1,0,2,"19,597"
