Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
10-Jun-19,"3,223","3,791",26,0,"2,651","1,242","1,094",0,0,78,322,76,47,49,0,0,0,0,71,53,85,63,149,10,33,0,0,0,58,0,"4,285",299,294,280,309,339,280,302,281,349,272,278,280,158,269,295,"3,174",0,"1,242",996,0,936,8,0,5,3,0,5,17,1,0,2,"19,494"
11-Jun-19,"3,219","3,803",30,0,"2,662","1,318","1,082",0,0,79,316,75,47,49,0,0,0,0,71,53,85,61,149,10,30,0,0,0,57,0,"4,310",299,293,280,308,339,280,302,281,352,280,278,280,158,280,300,"3,160",0,"1,241",997,0,922,8,0,5,3,25,5,17,1,0,2,"19,617"
12-Jun-19,"3,242","3,793",26,0,"2,662","1,297","1,090",0,0,81,323,75,47,48,0,0,0,0,72,53,85,61,149,10,30,0,0,0,56,0,"4,302",300,294,279,308,335,280,301,278,352,279,278,280,158,280,300,"3,164",0,"1,244",997,0,923,8,0,5,3,24,5,17,1,0,1,"19,608"
13-Jun-19,"3,227","3,813",26,0,"2,657","1,309","1,094",0,0,82,317,72,47,48,0,0,0,0,72,53,85,61,158,10,30,0,0,0,59,0,"4,307",300,294,278,310,331,280,312,280,352,277,278,280,157,279,299,"3,164",0,"1,245",996,0,923,8,0,5,3,25,5,16,2,0,2,"19,630"
14-Jun-19,"3,226","3,836",26,0,"2,655","1,325","1,064",0,0,80,313,72,47,48,0,0,0,0,70,53,84,61,142,10,26,0,0,0,58,0,"4,299",300,294,277,308,330,279,310,279,352,276,279,280,156,278,301,"3,162",0,"1,244",995,0,923,8,0,5,3,24,4,16,2,0,2,"19,625"
15-Jun-19,"3,226","3,834",26,0,"2,652","1,325","1,062",0,0,80,312,72,47,48,0,0,0,0,70,53,84,60,142,10,26,0,0,0,58,0,"4,299",300,294,277,308,330,279,310,279,352,276,279,280,156,278,301,"3,162",0,"1,244",995,0,923,8,0,5,3,23,4,16,2,0,1,"19,617"
16-Jun-19,"3,222","3,834",26,0,"2,652","1,325","1,063",0,0,80,312,72,47,48,0,0,0,0,70,53,84,60,142,10,27,0,0,0,58,0,"4,296",300,292,277,308,330,279,310,279,351,276,279,280,156,278,301,"3,162",0,"1,244",995,0,923,7,0,5,2,23,4,16,2,0,1,"19,610"
17-Jun-19,"3,229","3,820",26,0,"2,646","1,320","1,087",0,0,81,315,74,47,48,0,0,0,0,71,52,82,69,152,11,26,0,0,0,59,0,"4,287",300,291,277,308,333,278,309,278,349,275,279,280,154,277,299,"3,174",0,"1,252","1,000",0,922,7,0,5,2,23,4,16,2,0,1,"19,619"
18-Jun-19,"3,226","3,824",26,0,"2,642","1,311","1,077",0,0,81,303,74,47,48,0,0,0,0,71,52,81,69,152,11,30,0,0,0,58,0,"4,293",300,294,276,308,331,276,309,278,350,276,280,280,154,278,303,"3,174",0,"1,252","1,000",0,922,7,0,5,2,23,4,16,2,0,1,"19,603"
19-Jun-19,"3,229","3,820",30,0,"2,650","1,299","1,088",0,0,81,315,69,46,47,0,0,0,0,71,52,82,75,151,11,30,0,0,0,58,0,"4,286",299,293,274,305,331,273,305,278,350,276,280,280,163,276,303,"3,166",0,"1,250",999,0,917,7,0,5,2,23,4,16,2,0,1,"19,598"
20-Jun-19,"3,229","3,820",30,0,"2,650","1,304","1,084",0,0,81,315,69,46,47,0,0,0,0,71,52,83,73,149,11,30,0,0,0,57,0,"4,286",299,293,274,305,331,273,305,278,350,276,280,280,163,276,303,"3,166",0,"1,250",999,0,917,7,0,5,2,23,4,16,2,0,1,"19,599"
