Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,425","3,084","1,597","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,,"22,531"
19-Oct-07,"4,364","3,459","2,944","1,923","1,717",84,99,94,97,95,97,97,98,97,85,86,82,218,96,100,95,97,"3,079",293,278,277,280,274,280,280,279,280,278,280,"4,781",970,887,994,0,932,998,9,5,1,3,5,58,"22,339"
20-Oct-07,"4,362","3,457","2,941","1,923","1,715",84,99,94,97,95,97,97,97,97,85,86,81,218,96,100,95,97,"3,076",293,278,277,279,273,280,280,279,280,277,280,"4,778",969,886,993,0,932,998,9,5,1,3,5,60,"22,326"
21-Oct-07,"4,359","3,457","2,941","1,923","1,712",84,99,94,97,93,97,97,97,96,85,86,81,218,96,100,95,97,"3,076",293,278,277,279,273,280,280,279,280,277,280,"4,777",970,885,992,0,932,998,9,5,1,3,5,57,"22,316"
22-Oct-07,"4,339","3,463","2,930","1,966","1,756",92,100,92,97,94,100,99,101,97,92,87,86,223,98,101,98,99,"3,075",292,278,277,280,273,279,279,279,280,278,280,"4,788",973,884,991,0,946,994,9,5,1,3,5,8,"22,339"
23-Oct-07,"4,335","3,453","2,951","1,962","1,762",92,100,91,102,93,100,99,100,102,92,84,85,223,98,101,101,99,"3,080",292,280,279,279,272,278,280,280,280,280,280,"4,797",973,891,994,0,947,992,9,5,1,3,5,5,"22,359"
24-Oct-07,"4,351","3,475","2,952","1,930","1,766",92,101,95,102,94,101,96,99,101,92,83,84,225,102,101,99,99,"3,079",294,280,280,280,272,275,279,279,280,280,280,"4,802",973,890,995,0,948,996,13,5,5,3,5,8,"22,381"
25-Oct-07,"4,349","3,506","2,956","1,916","1,770",92,101,94,101,93,101,96,101,101,92,86,90,225,102,101,96,98,"3,076",294,279,279,280,274,276,279,278,280,278,279,"4,798",973,890,995,0,946,994,13,5,5,3,5,7,"22,396"
26-Oct-07,"4,359","3,505","2,922","1,904","1,724",88,94,93,101,99,97,93,96,101,89,86,86,219,99,97,94,92,"3,073",292,278,277,279,274,276,280,279,280,279,279,"4,794",970,889,995,0,944,996,13,5,5,3,5,60,"22,359"
27-Oct-07,"4,356","3,505","2,920","1,904","1,717",87,94,93,101,99,97,93,95,100,88,85,84,219,99,97,94,92,"3,072",293,277,277,279,274,276,280,279,280,278,279,"4,791",970,888,995,0,942,996,13,5,5,3,5,62,"22,345"
