date_raw,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilikinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,TOTALS
Capacity,"5,551","3,049","2,214","2,137","1,328",75,75,75,75,75,75,75,75,75,75,75,75,128,75,75,75,75,"2,500",250,250,250,250,250,250,250,250,250,250,"3,900","1,000",500,"1,000",500,900,24,6,12,6,6,"20,709"
1-Apr-02,"5,287","2,979","2,063","1,637","1,266",69,75,72,74,74,75,73,74,73,75,72,68,101,74,73,72,72,"1,983",0,216,214,217,228,244,217,216,213,218,"3,589",859,499,883,478,870,14,4,8,2,6,"18,824"
2-Apr-02,"5,309","2,995","2,061","1,612","1,262",69,74,73,74,74,75,74,74,73,75,71,66,99,71,73,75,72,"1,981",0,217,214,217,227,243,217,215,214,217,"3,584",859,500,881,478,866,16,4,10,2,6,"18,826"
3-Apr-02,"5,304","2,988","2,080","1,594","1,273",69,74,74,74,75,74,74,74,73,75,73,66,104,74,73,75,72,"1,976",0,216,214,215,227,243,217,213,214,217,"3,586",860,500,880,480,866,16,4,10,2,6,"18,823"
4-Apr-02,"5,300","2,985","2,069","1,617","1,286",75,74,75,75,75,74,74,74,75,75,73,64,104,75,75,75,74,"1,995",0,218,219,217,229,244,218,215,218,217,"3,594",860,500,889,480,865,15,4,9,2,6,"18,867"
5-Apr-02,"5,297","2,983","2,050","1,620","1,257",73,70,70,68,74,71,73,75,75,75,73,64,105,72,74,71,74,"1,989",0,218,218,214,229,244,218,214,218,216,"3,592",859,500,889,480,864,14,3,9,2,6,"18,808"
6-Apr-02,"5,298","2,983","2,049","1,622","1,256",73,70,70,68,74,71,73,75,75,75,73,64,104,72,74,71,74,"1,989",0,218,218,214,229,244,218,214,218,216,"3,592",859,500,889,480,864,14,3,9,2,6,"18,809"
7-Apr-02,"5,296","2,983","2,048","1,622","1,256",73,70,70,68,74,71,73,75,75,75,73,64,104,71,74,71,75,"1,988",0,218,218,214,229,244,218,214,218,215,"3,592",859,500,889,480,864,14,3,9,2,6,"18,805"
8-Apr-02,"5,288","3,002","2,041","1,640","1,283",75,74,75,73,75,75,73,75,75,75,74,62,105,73,74,75,75,"1,986",0,216,218,216,229,244,218,212,218,215,"3,595",860,500,886,485,864,15,4,9,2,6,"18,856"
9-Apr-02,"5,308","3,018","2,038","1,638","1,281",75,74,75,73,75,75,72,75,75,75,74,62,104,73,74,75,75,"1,986",0,215,218,216,229,244,218,212,219,215,"3,591",858,500,885,485,863,16,5,9,2,6,"18,882"
10-Apr-02,"5,305","3,027","2,050","1,642","1,281",75,73,75,74,75,75,74,75,75,75,74,62,103,72,74,75,75,"1,993",0,215,217,215,229,244,218,219,219,217,"3,591",857,500,884,486,864,16,5,9,2,6,"18,911"
