date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,711","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000","1,000","1,000",16,6,6,4,6,0,"23,037"
10-Jul-08,"4,201","3,720","3,147","2,061","1,810",91,102,93,102,100,102,95,102,101,92,92,93,250,99,96,100,100,"3,070",294,280,277,280,268,278,278,277,279,279,280,"4,801",970,892,"1,001",949,989,13,5,4,4,6,3,"22,832"
11-Jul-08,"4,209","3,713","3,120","2,038","1,737",82,98,89,100,98,98,92,94,100,87,88,85,246,93,95,95,97,"3,081",294,278,277,280,272,282,280,280,279,279,280,"4,803",970,892,"1,000",952,989,12,4,4,4,6,78,"22,797"
12-Jul-08,"4,206","3,710","3,118","2,038","1,737",82,98,89,100,98,98,92,94,100,87,88,85,246,93,95,95,97,"3,080",294,278,276,280,272,282,280,280,279,279,280,"4,799",968,891,"1,000",951,989,12,4,4,4,6,78,"22,784"
13-Jul-08,"4,200","3,709","3,116","2,038","1,735",81,98,89,100,98,98,92,94,100,87,88,85,246,93,95,94,97,"3,078",294,278,274,280,272,282,280,280,279,279,280,"4,795",967,890,"1,000",950,988,12,4,4,4,6,78,"22,767"
14-Jul-08,"4,203","3,707","3,114","2,033","1,797",87,99,95,102,100,101,95,96,101,92,91,93,249,97,99,99,101,"3,078",294,278,278,280,270,282,280,279,278,279,280,"4,799",970,891,999,949,990,13,5,4,4,6,4,"22,754"
15-Jul-08,"4,205","3,715","3,121","2,033","1,798",87,101,94,102,102,102,95,96,101,92,90,92,248,98,99,99,100,"3,079",293,280,278,279,272,281,280,280,277,279,280,"4,802",969,892,998,953,990,13,5,4,4,6,2,"22,774"
16-Jul-08,"4,201","3,748","3,118","2,012","1,799",88,100,94,102,101,102,101,96,99,90,90,91,248,101,99,98,99,"3,069",292,280,277,276,271,281,279,277,277,279,280,"4,800",969,892,"1,000",950,989,12,5,4,3,6,3,"22,768"
17-Jul-08,"4,198","3,773","3,124","1,995","1,796",89,101,94,102,100,101,100,95,99,92,89,91,248,100,98,98,99,"3,077",291,280,279,280,272,280,280,277,279,280,279,"4,802",970,888,"1,000",953,991,12,5,4,3,6,5,"22,788"
18-Jul-08,"4,194","3,792","3,112","1,996","1,756",85,97,90,102,100,98,97,96,98,91,89,89,245,97,92,94,96,"3,079",293,280,279,280,272,280,280,278,278,280,279,"4,797",970,885,"1,000",951,991,13,5,4,4,6,47,"22,792"
