Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","3,830",58,0,"3,082","1,781","1,188",0,0,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,237"
1-Nov-17,"3,344","3,644",27,21,"2,607","1,241",857,0,0,58,68,57,0,0,66,15,58,45,72,44,155,11,21,63,12,55,57,0,"4,216",288,288,270,302,305,254,271,278,351,202,280,327,235,273,292,"3,115",0,"1,224","1,000",0,891,10,4,3,3,46,3,35,5,0,3,"19,128"
2-Nov-17,"3,345","3,642",27,21,"2,620","1,227",857,0,0,58,68,57,0,0,66,17,62,45,71,44,154,9,20,62,12,55,57,0,"4,213",287,294,270,301,305,253,273,277,349,200,279,326,233,274,292,"3,111",0,"1,222",998,0,891,10,4,3,3,46,3,35,5,0,3,"19,119"
3-Nov-17,"3,351","3,623",27,21,"2,616","1,233",874,0,0,58,67,57,0,0,65,17,62,45,72,45,155,11,20,76,12,55,57,0,"4,208",286,293,272,300,305,253,273,276,350,200,278,326,232,272,292,"3,106",0,"1,220",998,0,888,10,4,3,3,49,3,38,5,0,3,"19,118"
4-Nov-17,"3,351","3,622",27,21,"2,615","1,233",874,0,0,58,67,57,0,0,65,17,62,45,73,45,155,11,20,76,12,55,56,0,"4,207",286,293,272,300,305,253,273,276,350,200,277,326,232,272,292,"3,106",0,"1,220",998,0,888,9,4,2,3,49,3,38,5,0,3,"19,114"
5-Nov-17,"3,352","3,622",27,21,"2,612","1,233",874,0,0,58,67,57,0,0,65,17,62,45,73,45,155,11,20,76,12,55,56,0,"4,204",286,292,272,300,304,253,273,276,349,200,277,326,232,272,292,"3,105",0,"1,219",998,0,888,9,4,2,3,49,3,38,5,0,3,"19,108"
6-Nov-17,"3,348","3,644",27,21,"2,618","1,225",882,0,0,58,68,57,0,0,64,18,62,45,78,45,157,11,20,77,12,54,56,0,"4,203",286,291,272,298,303,252,273,274,349,200,278,325,232,271,299,"3,101",0,"1,216",998,0,887,9,4,2,3,51,4,38,6,0,3,"19,129"
7-Nov-17,"3,350","3,597",27,21,"2,637","1,247",881,0,0,58,66,56,0,0,64,18,62,45,78,49,156,11,20,75,12,54,57,0,"4,234",288,291,277,303,315,251,274,273,345,212,278,325,232,271,299,"3,102",0,"1,220",995,0,887,9,4,2,3,51,4,38,6,0,3,"19,156"
8-Nov-17,"3,344","3,602",27,19,"2,632","1,247",878,0,0,58,66,56,0,0,55,18,62,45,78,48,158,13,19,72,16,57,57,0,"4,234",288,289,277,302,329,251,273,270,343,207,278,320,231,277,299,"3,102",0,"1,219",998,0,885,9,4,2,3,47,4,34,6,0,3,"19,141"
9-Nov-17,"3,349","3,590",27,20,"2,623","1,218",896,0,0,57,67,57,0,0,70,18,62,46,80,48,158,13,19,71,16,58,56,0,"4,260",288,293,276,302,333,249,273,280,347,207,280,325,231,277,299,"3,113",0,"1,221",998,0,894,9,4,2,3,46,4,34,6,0,2,"19,151"
