Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,481","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,138",294,280,280,280,274,280,330,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,549"
19-Jul-10,"3,433","3,271","3,166","1,614","1,618",80,77,71,95,76,90,90,94,96,88,78,90,225,96,89,86,97,"2,519",235,222,224,224,219,223,277,224,223,224,224,"5,310",903,"1,362",899,"1,194",952,9,5,2,2,6,6,"20,952"
20-Jul-10,"3,441","3,276","3,174","1,597","1,618",81,79,71,94,80,90,90,91,95,87,79,89,225,96,89,85,97,"2,519",235,224,224,224,219,223,276,223,223,224,224,"5,306",901,"1,361",899,"1,191",954,9,5,2,2,6,4,"20,950"
21-Jul-10,"3,437","3,300","3,178","1,573","1,613",81,79,70,95,80,90,90,87,93,87,83,89,227,93,88,84,97,"2,523",235,224,224,224,219,224,277,225,223,224,224,"5,304",900,"1,361",899,"1,190",954,11,5,4,2,6,8,"20,953"
22-Jul-10,"3,452","3,293","3,170","1,562","1,621",81,79,70,95,81,90,90,86,98,87,85,92,227,94,88,84,94,"2,520",233,224,224,224,219,224,277,225,223,223,224,"5,311",902,"1,357",905,"1,194",953,12,5,5,2,6,6,"20,953"
23-Jul-10,"3,440","3,304","3,175","1,559","1,597",75,84,66,96,78,88,93,84,94,81,85,91,228,94,83,84,93,"2,517",232,225,224,224,218,224,275,225,224,224,222,"5,307",902,"1,357",904,"1,191",953,12,5,5,2,6,52,"20,969"
24-Jul-10,"3,434","3,301","3,175","1,559","1,594",75,84,66,96,78,88,93,84,94,81,85,91,227,94,82,84,92,"2,513",231,224,224,223,218,224,275,225,223,224,222,"5,303",901,"1,356",903,"1,191",952,12,5,5,2,6,55,"20,952"
25-Jul-10,"3,433","3,301","3,174","1,559","1,592",75,84,66,96,78,88,93,83,94,81,85,90,228,93,82,84,92,"2,510",231,224,223,223,218,224,275,225,223,223,221,"5,301",901,"1,355",902,"1,191",952,12,5,5,2,6,52,"20,940"
26-Jul-10,"3,444","3,283","3,173","1,568","1,635",80,86,68,96,82,90,93,83,96,85,91,90,231,97,88,87,92,"2,517",233,224,223,224,220,224,277,225,222,223,222,"5,302",900,"1,359",900,"1,193",950,12,5,5,2,6,11,"20,951"
27-Jul-10,"3,441","3,313","3,171","1,538","1,636",79,86,68,95,84,93,93,83,96,85,91,90,230,97,88,87,91,"2,519",233,224,222,224,220,224,277,225,223,224,223,"5,307",900,"1,359",899,"1,199",950,12,5,5,2,6,10,"20,953"
