Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,667","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,467"
28-Mar-12,"3,252","3,087","3,184","2,217","1,491",92,62,82,75,81,83,77,78,92,79,93,89,183,90,79,69,87,"4,267",293,294,278,298,280,280,273,280,337,280,279,280,236,280,299,"4,173",0,"1,323",999,966,885,11,5,2,4,0,6,"21,688"
29-Mar-12,"3,251","3,114","3,176","2,214","1,499",92,60,82,80,80,83,79,79,91,79,93,87,186,95,81,65,87,"4,268",298,293,278,298,280,279,273,279,338,278,280,280,235,279,300,"4,169",0,"1,322",999,964,884,11,5,2,4,0,7,"21,709"
30-Mar-12,"3,257","3,098","3,174","2,234","1,492",92,66,79,76,81,82,79,75,91,78,93,88,183,97,80,65,87,"4,268",297,292,278,298,279,280,275,278,339,279,280,280,235,278,300,"4,173",0,"1,321",998,967,887,9,4,2,3,0,22,"21,727"
31-Mar-12,"3,256","3,097","3,174","2,234","1,492",92,66,79,76,81,82,79,75,91,78,93,88,183,97,80,65,87,"4,257",295,292,275,298,279,280,274,278,339,278,279,279,234,278,299,"4,167",0,"1,321",996,966,884,9,4,2,3,0,24,"21,710"
Avg Population,"3,253","3,085","3,170","2,221","1,460",90,68,76,78,78,82,71,77,90,76,91,88,184,82,77,68,85,"4,265",298,293,279,298,279,280,273,279,339,279,279,279,231,279,300,"4,148",0,"1,317",999,948,884,11,4,3,3,0,19,"21,631"
