date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,781","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,284"
1-Nov-18,"3,274","3,850",35,0,"3,039","1,375","1,072",0,0,76,300,62,72,52,0,0,0,0,68,39,70,63,159,21,38,0,0,0,52,0,"3,694",239,293,268,238,193,200,266,269,252,266,270,246,191,264,239,"3,190",0,"1,270",996,0,924,10,0,6,4,38,4,30,4,0,0,"19,577"
2-Nov-18,"3,277","3,828",41,0,"3,058","1,346","1,063",0,0,74,297,61,72,52,0,0,0,0,70,38,69,63,156,21,38,0,0,0,52,0,"3,719",240,293,268,240,196,200,270,268,260,268,270,246,191,270,239,"3,184",0,"1,265",996,0,923,10,0,6,4,38,4,30,4,0,0,"19,564"
3-Nov-18,"3,273","3,827",41,0,"3,057","1,346","1,064",0,0,74,296,61,72,52,0,0,0,0,70,38,69,63,156,21,40,0,0,0,52,0,"3,719",240,293,268,240,196,200,270,268,260,268,270,246,191,270,239,"3,183",0,"1,264",996,0,923,10,0,6,4,38,4,30,4,0,0,"19,558"
4-Nov-18,"3,273","3,828",41,0,"3,057","1,346","1,061",0,0,74,293,62,72,52,0,0,0,0,70,38,69,63,155,22,39,0,0,0,52,0,"3,719",240,293,268,240,196,200,270,268,260,268,270,246,191,270,239,"3,182",0,"1,264",995,0,923,10,0,6,4,38,4,30,4,0,0,"19,555"
5-Nov-18,"3,270","3,838",42,0,"3,042","1,332","1,074",0,0,73,309,61,72,52,0,0,0,0,70,39,67,62,157,22,38,0,0,0,52,0,"3,708",239,293,268,240,194,200,270,267,260,267,268,244,190,270,238,"3,180",0,"1,259",999,0,922,10,0,6,4,38,4,30,4,0,0,"19,534"
6-Nov-18,"3,264","3,850",42,0,"3,051","1,314","1,069",0,0,75,308,59,71,52,0,0,0,0,68,39,67,62,157,22,38,0,0,0,51,0,"3,691",238,292,266,240,193,200,268,265,258,264,268,244,189,269,237,"3,170",0,"1,255",997,0,918,10,0,6,4,38,4,30,4,0,0,"19,499"
7-Nov-18,"3,271","3,839",42,0,"3,018","1,313","1,052",0,0,78,285,59,73,62,0,0,0,0,68,36,65,62,157,22,34,0,0,0,51,0,"3,728",240,291,266,239,204,200,268,269,260,270,258,266,189,268,240,"3,169",0,"1,255",996,0,918,10,0,6,4,42,4,32,6,0,0,"19,484"
8-Nov-18,"3,261","3,816",42,0,"3,052","1,313","1,050",0,0,75,284,59,73,52,0,0,0,0,70,36,65,62,161,22,34,0,0,0,57,0,"3,731",240,291,266,239,200,200,268,269,260,270,267,265,188,268,240,"3,168",0,"1,253",999,0,916,10,0,6,4,42,4,32,6,0,0,"19,485"
9-Nov-18,"3,271","3,841",42,0,"3,049","1,284","1,037",0,0,72,282,59,70,52,0,0,0,0,71,36,64,62,158,22,33,0,0,0,56,0,"3,725",240,290,266,240,200,199,268,269,257,270,266,265,187,268,240,"3,168",0,"1,252",999,0,917,10,0,6,4,41,3,32,6,0,0,"19,468"
10-Nov-18,"3,270","3,842",42,0,"3,050","1,284","1,034",0,0,72,280,59,69,52,0,0,0,0,71,36,64,62,158,22,33,0,0,0,56,0,"3,725",240,290,266,240,200,199,268,269,257,270,266,265,187,268,240,"3,167",0,"1,251",999,0,917,10,0,6,4,41,3,32,6,0,0,"19,465"
11-Nov-18,"3,270","3,838",42,0,"3,049","1,284","1,029",0,0,72,275,59,69,52,0,0,0,0,71,36,64,62,159,22,32,0,0,0,56,0,"3,725",240,290,266,240,200,199,268,269,257,270,266,265,187,268,240,"3,165",0,"1,249",999,0,917,10,0,6,4,40,3,31,6,0,0,"19,452"
12-Nov-18,"3,270","3,842",40,0,"3,048","1,288","1,027",0,0,73,270,59,72,52,0,0,0,0,72,36,64,62,161,22,28,0,0,0,56,0,"3,723",240,290,266,240,199,199,267,269,257,270,266,265,187,268,240,"3,165",0,"1,249",999,0,917,10,0,6,4,41,3,32,6,0,0,"19,454"
13-Nov-18,"3,270","3,842",40,0,"3,048","1,288","1,029",0,0,75,270,59,71,53,0,0,0,0,70,37,65,62,161,22,28,0,0,0,56,0,"3,723",240,290,266,240,199,199,267,269,257,270,266,265,187,268,240,"3,165",0,"1,249",998,0,918,10,0,6,4,39,3,30,6,0,0,"19,454"
14-Nov-18,"3,264","3,895",40,0,"3,043","1,264","1,024",0,0,74,269,59,71,53,0,0,0,0,70,37,65,60,161,21,28,0,0,0,56,0,"3,707",240,288,265,239,198,200,270,268,256,263,268,265,185,266,236,"3,163",0,"1,249",997,0,917,10,0,6,4,39,3,30,6,0,0,"19,449"
15-Nov-18,"3,273","3,876",40,0,"3,050","1,233","1,020",0,0,74,265,60,72,54,0,0,0,0,70,37,64,60,160,20,28,0,0,0,56,0,"3,711",240,288,263,239,201,199,270,269,259,264,270,265,182,265,237,"3,180",0,"1,264",999,0,917,10,0,6,4,39,3,30,6,0,0,"19,432"
16-Nov-18,"3,269","3,881",40,0,"3,052","1,253","1,017",0,0,72,263,60,72,54,0,0,0,0,71,37,66,60,160,19,27,0,0,0,56,0,"3,716",239,291,262,240,201,199,270,269,259,268,270,265,181,265,237,"3,186",0,"1,263",999,0,924,10,0,6,4,39,3,30,6,0,0,"19,463"
17-Nov-18,"3,267","3,881",40,0,"3,052","1,253","1,014",0,0,72,260,60,72,54,0,0,0,0,71,37,66,60,160,19,27,0,0,0,56,0,"3,713",239,290,262,240,201,198,270,269,259,268,270,265,181,264,237,"3,186",0,"1,263",998,0,925,10,0,6,4,39,3,30,6,0,0,"19,455"
18-Nov-18,"3,266","3,880",39,0,"3,050","1,253","1,010",0,0,72,257,60,72,54,0,0,0,0,71,37,66,60,160,19,26,0,0,0,56,0,"3,713",239,290,262,240,201,198,270,269,259,268,270,265,181,264,237,"3,185",0,"1,262",998,0,925,10,0,6,4,39,3,30,6,0,0,"19,445"
19-Nov-18,"3,258","3,913",39,0,"3,041","1,232","1,012",0,0,72,263,59,72,54,0,0,0,0,72,37,66,58,158,19,26,0,0,0,56,0,"3,707",240,290,266,240,201,198,270,269,259,268,270,265,172,263,236,"3,180",0,"1,259",997,0,924,10,0,6,4,41,3,30,8,0,0,"19,433"
