date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
1-May-19,"3,264","3,725",29,0,"2,664","1,421","1,062",0,0,87,311,61,44,44,0,0,0,0,68,46,77,58,162,10,39,0,0,0,55,0,"4,267",300,289,275,307,332,275,305,274,352,275,276,280,150,277,300,"3,203",0,"1,278",997,0,928,8,0,5,3,27,6,17,4,0,0,"19,670"
2-May-19,"3,266","3,724",29,0,"2,650","1,398","1,065",0,0,86,310,61,43,44,0,0,0,0,67,46,77,58,164,10,39,0,0,0,60,0,"4,291",300,293,274,305,338,279,305,275,352,280,280,279,150,279,302,"3,202",0,"1,280",995,0,927,8,0,5,3,27,6,17,4,0,0,"19,660"
3-May-19,"3,272","3,710",29,0,"2,660","1,399","1,060",0,0,88,310,59,43,44,0,0,0,0,65,46,77,58,163,9,39,0,0,0,59,0,"4,287",300,293,274,305,339,279,305,274,352,280,278,279,150,277,302,"3,210",0,"1,282",995,0,933,8,0,5,3,27,6,17,4,0,0,"19,662"
4-May-19,"3,272","3,712",29,0,"2,657","1,399","1,055",0,0,85,308,59,43,44,0,0,0,0,65,46,77,58,163,9,39,0,0,0,59,0,"4,286",300,293,274,305,339,279,305,273,352,280,278,279,150,277,302,"3,210",0,"1,282",995,0,933,8,0,5,3,27,6,17,4,0,0,"19,655"
5-May-19,"3,272","3,711",29,0,"2,656","1,399","1,046",0,0,85,300,59,43,44,0,0,0,0,65,46,77,58,163,9,38,0,0,0,59,0,"4,295",298,292,278,309,338,278,304,273,350,280,278,277,163,277,300,"3,207",0,"1,281",995,0,931,8,0,5,3,27,6,17,4,0,0,"19,650"
6-May-19,"3,272","3,663",29,0,"2,654","1,430","1,054",0,0,80,305,61,43,44,0,0,0,0,65,46,84,58,163,9,37,0,0,0,59,0,"4,295",298,292,278,309,338,278,304,273,350,280,278,277,163,277,300,"3,212",0,"1,282","1,000",0,930,8,0,5,3,27,6,17,4,0,0,"19,644"
7-May-19,"3,278","3,632",29,0,"2,656","1,456","1,053",0,0,80,300,68,42,44,0,0,0,0,65,44,89,57,161,9,35,0,0,0,59,0,"4,289",298,293,278,309,339,277,304,273,348,277,278,277,163,276,299,"3,206",0,"1,282","1,000",0,924,8,0,5,3,26,5,18,3,0,0,"19,633"
8-May-19,"3,276","3,606",31,0,"2,647","1,445","1,065",0,0,85,309,66,42,45,0,0,0,0,65,52,83,56,160,9,35,0,0,0,58,0,"4,311",299,293,277,308,339,275,313,280,344,279,278,280,169,277,300,"3,208",0,"1,285",998,0,925,8,0,5,3,26,5,18,3,0,0,"19,623"
9-May-19,"3,270","3,605",31,0,"2,650","1,477","1,065",0,0,83,308,65,42,45,0,0,0,0,68,52,83,55,159,9,35,0,0,0,61,0,"4,303",299,292,275,307,337,280,313,280,339,279,278,280,168,276,300,"3,196",0,"1,272",998,0,926,8,0,5,3,25,5,17,3,0,0,"19,630"
