date_raw,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta (Closed),East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,TOTALS
Capacity,"5,711","3,233","2,214","2,133","1,350",75,75,75,75,75,75,75,75,75,75,75,75,150,75,75,75,75,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750",0,"1,000","1,000",750,"1,000",24,6,12,6,6,"21,171"
27-Mar-03,"5,646","3,094","2,144","2,097","1,307",74,73,74,74,75,75,74,75,75,70,58,68,149,75,72,72,74,"2,484",227,226,224,226,226,226,225,226,226,227,225,"3,368",0,683,987,714,984,13,6,5,2,6,"20,159"
28-Mar-03,"5,661","3,083","2,139","2,097","1,297",74,73,73,72,73,73,74,74,74,75,57,68,148,73,71,71,74,"2,487",226,226,226,226,226,226,225,226,226,227,227,"3,375",0,683,987,714,991,13,6,5,2,6,"20,158"
29-Mar-03,"5,658","3,082","2,139","2,097","1,295",74,73,73,72,73,73,74,74,74,75,57,68,148,73,70,71,73,"2,487",226,226,226,226,226,226,225,226,226,227,227,"3,375",0,683,987,714,991,13,6,5,2,6,"20,152"
30-Mar-03,"5,654","3,080","2,137","2,097","1,295",74,73,73,72,72,73,74,74,74,75,57,68,148,73,70,71,74,"2,485",226,226,226,226,226,226,225,226,226,226,226,"3,373",0,683,985,714,991,13,6,5,2,6,"20,140"
31-Mar-03,"5,645","3,088","2,155","2,098","1,308",74,73,74,74,73,74,74,75,75,74,58,68,149,73,73,72,75,"2,486",226,226,226,227,225,226,226,226,226,226,226,"3,369",0,681,983,715,990,13,6,5,2,6,"20,168"
