date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,818","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
1-Jan-13,"3,354","3,355",25,"3,245","2,180","1,476",91,66,74,74,74,64,59,76,87,77,93,93,247,93,70,56,82,"4,346",298,366,281,299,279,280,273,280,337,280,280,277,237,279,300,"4,332",0,"1,120",999,"1,314",899,10,2,5,3,0,5,"22,328"
2-Jan-13,"3,375","3,369",24,"3,253","2,119","1,472",91,65,74,74,74,63,59,76,86,77,92,93,246,93,70,57,82,"4,357",298,367,280,299,280,279,272,280,339,281,280,278,243,279,302,"4,339",0,"1,121",999,"1,315",904,10,2,5,3,0,5,"22,323"
3-Jan-13,"3,383","3,384",20,"3,257","2,059","1,460",92,65,76,76,71,64,59,74,84,77,92,92,243,97,69,55,83,"4,355",300,369,278,300,279,280,272,280,339,281,280,280,239,277,301,"4,340",0,"1,126",998,"1,312",904,10,2,5,3,0,5,"22,273"
4-Jan-13,"3,384","3,423",15,"3,254","1,987","1,466",92,65,76,76,71,64,59,73,84,79,92,91,243,94,69,55,83,"4,374",300,370,278,300,278,279,274,281,339,282,280,280,254,277,302,"4,347",0,"1,129",999,"1,313",906,10,2,5,3,0,5,"22,265"
5-Jan-13,"3,382","3,422",15,"3,254","1,987","1,464",92,65,76,76,71,62,59,73,84,79,92,91,241,97,69,54,83,"4,370",300,369,278,299,278,279,274,280,339,282,280,280,254,277,301,"4,346",0,"1,129",999,"1,313",905,10,2,5,3,0,5,"22,255"
6-Jan-13,"3,380","3,415",18,"3,254","1,988","1,461",92,65,76,76,70,62,59,73,84,79,92,91,239,97,69,54,83,"4,369",300,369,278,299,278,279,274,280,339,282,280,280,254,276,301,"4,346",0,"1,129",999,"1,313",905,10,2,5,3,0,6,"22,247"
7-Jan-13,"3,377","3,415",22,"3,250","1,988","1,455",92,65,76,76,69,62,59,73,84,79,92,91,236,97,68,53,83,"4,361",300,368,277,298,277,279,274,278,339,281,280,280,254,275,301,"4,343",0,"1,128",999,"1,312",904,10,2,5,3,0,6,"22,227"
8-Jan-13,"3,376","3,402",18,"3,246","2,000","1,454",90,64,76,76,69,61,64,72,83,79,92,93,235,97,67,53,83,"4,351",299,366,274,298,277,279,274,278,339,281,280,278,253,274,301,"4,335",0,"1,127",999,"1,305",904,13,5,5,3,0,5,"22,200"
9-Jan-13,"3,370","3,401",18,"3,246","2,042","1,452",90,64,76,77,69,61,63,72,83,79,92,92,234,97,67,53,83,"4,344",299,365,273,298,276,278,274,278,339,280,280,277,253,273,301,"4,328",0,"1,124",997,"1,303",904,13,5,5,3,0,10,"22,224"
