date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,066","2,056","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,940"
19-May-06,"4,485","3,167","1,943","1,720","1,700",86,95,93,95,97,88,96,98,99,85,86,80,217,98,98,92,97,"3,046",293,279,280,278,273,250,279,279,278,277,280,"4,835",959,865,989,128,945,949,12,3,5,4,5,75,"20,988"
20-May-06,"4,482","3,168","1,939","1,720","1,700",86,95,93,95,98,87,96,98,99,85,86,80,217,98,98,92,97,"3,043",292,279,279,278,273,250,279,279,278,276,280,"4,833",959,865,988,128,945,948,12,3,5,4,5,74,"20,976"
21-May-06,"4,480","3,167","1,939","1,720","1,701",86,95,93,95,98,87,96,98,99,86,86,80,217,98,98,92,97,"3,043",292,279,279,278,273,250,279,279,278,276,280,"4,831",959,864,987,128,945,948,12,3,5,4,5,73,"20,971"
22-May-06,"4,476","3,178","1,936","1,753","1,762",89,102,94,99,102,95,100,101,100,90,87,86,221,98,99,98,101,"3,036",290,276,278,280,272,250,276,279,278,277,280,"4,853",971,866,991,128,943,954,12,3,5,4,5,5,"21,016"
23-May-06,"4,485","3,206","1,891","1,737","1,780",90,101,93,99,102,101,101,101,100,90,89,90,220,98,102,101,102,"3,031",290,278,273,279,271,250,277,278,279,277,279,"4,871",971,866,993,128,950,963,12,3,5,4,5,6,"21,024"
24-May-06,"4,493","3,222","1,872","1,747","1,775",91,101,93,99,102,101,97,100,100,92,89,89,219,97,102,101,102,"3,039",293,278,274,279,271,250,278,280,279,277,280,"4,873",970,874,992,128,947,962,12,3,5,4,5,6,"21,044"
25-May-06,"4,495","3,170","1,911","1,740","1,776",91,102,94,101,101,102,97,101,99,91,89,87,219,97,102,101,102,"3,049",292,279,278,280,273,250,277,280,280,280,280,"4,877",969,873,992,128,942,973,12,3,5,4,5,6,"21,041"
26-May-06,"4,488","3,154","1,923","1,750","1,765",90,101,94,101,97,100,96,101,99,91,88,85,219,101,102,99,101,"3,049",294,279,277,280,273,250,278,280,280,279,279,"4,885",970,875,994,128,948,970,12,3,5,4,5,6,"21,037"
27-May-06,"4,484","3,152","1,923","1,750","1,759",89,98,94,101,97,99,96,101,99,92,88,84,218,101,102,99,101,"3,042",293,278,277,279,272,249,277,279,280,279,279,"4,884",970,875,994,128,947,970,12,3,5,4,5,6,"21,017"
