Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","4,022",58,0,"3,082","1,791","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,164,40,34,8,42,40,"24,257"
1-Aug-18,"3,313","3,726",35,0,"3,043","1,243",997,0,0,73,245,64,67,57,0,0,0,0,67,49,72,57,143,22,32,0,0,0,49,0,"3,681",240,291,268,245,199,202,270,268,258,264,270,204,200,262,240,"3,243",0,"1,301","1,000",0,942,6,0,3,3,36,1,30,5,0,0,"19,323"
2-Aug-18,"3,307","3,714",35,0,"3,039","1,233","1,003",0,0,71,238,64,67,57,0,0,0,0,68,48,72,57,143,23,39,0,0,0,56,0,"3,691",240,290,268,245,199,202,270,268,258,267,270,204,200,270,240,"3,248",0,"1,308",999,0,941,8,0,5,3,36,1,30,5,0,0,"19,314"
3-Aug-18,"3,303","3,709",34,0,"3,052","1,232",997,0,0,73,238,63,66,59,0,0,0,0,68,48,72,57,139,23,39,0,0,0,52,0,"3,777",240,292,367,244,199,202,269,267,254,265,268,203,199,270,238,"3,247",0,"1,309",999,0,939,9,0,5,4,36,1,30,5,0,0,"19,396"
4-Aug-18,"3,302","3,710",34,0,"3,050","1,232",994,0,0,75,233,63,66,59,0,0,0,0,68,48,72,57,139,23,39,0,0,0,52,0,"3,775",240,292,367,244,199,202,269,266,254,265,267,203,199,270,238,"3,244",0,"1,309",999,0,936,7,0,3,4,36,1,30,5,0,0,"19,384"
5-Aug-18,"3,302","3,711",34,0,"3,049","1,232",993,0,0,75,232,63,66,59,0,0,0,0,68,48,72,57,139,23,39,0,0,0,52,0,"3,774",240,292,367,244,199,202,269,266,254,264,267,203,199,270,238,"3,243",0,"1,309",999,0,935,7,0,3,4,36,1,30,5,0,0,"19,381"
6-Aug-18,"3,301","3,708",34,0,"3,048","1,259","1,009",0,0,75,246,63,67,59,0,0,0,0,68,48,70,57,143,23,38,0,0,0,52,0,"3,672",240,289,264,244,199,201,268,266,258,268,268,203,199,266,239,"3,236",0,"1,303",998,0,935,7,0,3,4,34,1,30,3,0,0,"19,308"
7-Aug-18,"3,303","3,725",34,0,"3,049","1,243",996,0,0,76,238,62,67,60,0,0,0,0,67,47,70,57,143,23,36,0,0,0,50,0,"3,671",240,287,264,244,200,201,268,267,257,270,268,203,199,265,238,"3,228",0,"1,299",997,0,932,8,0,4,4,37,1,33,3,0,0,"19,294"
8-Aug-18,"3,301","3,733",33,0,"3,054","1,258",996,0,0,76,241,63,66,60,0,0,0,0,67,47,69,57,143,22,35,0,0,0,50,0,"3,666",240,287,263,244,200,201,268,266,257,268,270,203,199,263,237,"3,240",0,"1,312",997,0,931,8,0,4,4,37,1,33,3,0,0,"19,326"
9-Aug-18,"3,302","3,759",33,0,"3,048","1,243",991,0,0,76,239,61,66,60,0,0,0,0,67,47,69,57,143,22,34,0,0,0,50,0,"3,660",240,285,263,244,200,201,268,264,257,268,270,203,199,261,237,"3,239",0,"1,310",997,0,932,8,0,4,4,37,1,33,3,0,0,"19,320"
