date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,753","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,628"
1-Jul-12,"3,269","3,212","3,191","2,075","1,607",91,76,85,88,78,74,80,83,98,80,93,88,239,99,84,80,91,"4,347",297,369,279,300,277,279,274,278,339,279,280,280,239,279,298,"4,303",0,"1,358",998,"1,046",901,11,5,2,4,0,8,"22,023"
2-Jul-12,"3,280","3,207","3,198","2,057","1,597",89,76,85,86,78,73,80,83,97,80,92,88,238,99,84,80,89,"4,348",296,369,280,299,279,280,274,278,338,280,279,280,239,280,297,"4,305",0,"1,358",998,"1,048",901,11,5,2,4,0,8,"22,011"
3-Jul-12,"3,278","3,236","3,190","2,017","1,594",89,76,84,86,78,73,77,84,98,80,92,88,238,101,83,80,87,"4,347",295,368,279,298,279,280,274,280,339,281,280,280,237,279,298,"4,309",0,"1,357",997,"1,051",904,11,5,2,4,0,9,"21,991"
4-Jul-12,"3,274","3,239","3,186","2,017","1,594",89,76,84,86,78,73,77,84,98,80,92,88,238,101,83,80,87,"4,342",295,368,279,298,279,280,274,280,336,281,280,279,237,279,297,"4,308",0,"1,357",997,"1,051",903,11,5,2,4,0,6,"21,977"
5-Jul-12,"3,280","3,253","3,184","2,000","1,595",90,76,83,86,78,76,77,83,97,80,92,88,239,101,83,78,88,"4,341",294,366,279,298,280,280,274,280,339,281,280,279,235,277,299,"4,311",0,"1,357",997,"1,051",906,11,5,2,4,0,4,"21,979"
6-Jul-12,"3,285","3,264","3,176","2,013","1,592",90,75,83,85,79,75,77,83,96,80,93,87,240,100,84,78,87,"4,331",293,368,275,298,279,276,270,280,339,281,280,280,235,277,300,"4,318",0,"1,363",997,"1,052",906,13,5,4,4,0,6,"21,998"
7-Jul-12,"3,286","3,260","3,173","2,013","1,589",90,75,83,84,78,75,77,83,96,80,93,86,240,100,84,78,87,"4,327",293,368,274,298,278,276,270,279,339,281,280,280,234,277,300,"4,313",0,"1,359",997,"1,052",905,13,5,4,4,0,9,"21,983"
8-Jul-12,"3,284","3,260","3,174","2,013","1,586",90,74,83,84,77,75,77,83,96,80,92,86,240,100,84,78,87,"4,325",293,367,274,298,278,275,270,279,339,281,280,279,235,277,300,"4,312",0,"1,358",997,"1,052",905,13,5,4,4,0,7,"21,974"
9-Jul-12,"3,285","3,266","3,179","2,008","1,581",88,73,83,84,78,74,76,83,95,80,91,91,239,100,83,77,86,"4,338",293,368,279,297,280,280,271,278,340,279,280,281,235,276,301,"4,313",0,"1,359",997,"1,054",903,13,5,4,4,0,9,"21,992"
