Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,818","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
28-Dec-12,"3,357","3,358",24,"3,250","2,180","1,488",91,68,74,76,76,65,60,76,89,77,93,93,247,95,70,56,82,"4,354",299,368,281,300,279,280,274,280,337,280,280,278,238,279,301,"4,346",0,"1,125","1,000","1,319",902,10,2,5,3,0,8,"22,375"
29-Dec-12,"3,356","3,356",25,"3,250","2,180","1,486",91,68,74,76,75,65,60,76,88,77,93,93,247,95,70,56,82,"4,353",299,368,281,299,279,280,274,280,337,280,280,278,238,279,301,"4,343",0,"1,124","1,000","1,317",902,10,2,5,3,0,6,"22,365"
30-Dec-12,"3,356","3,356",25,"3,247","2,180","1,482",91,66,74,76,74,64,60,76,88,77,93,93,247,95,70,56,82,"4,350",298,368,281,299,279,280,273,280,337,280,280,278,237,279,301,"4,339",0,"1,123","1,000","1,316",900,10,2,5,3,0,6,"22,351"
31-Dec-12,"3,354","3,357",25,"3,247","2,179","1,480",91,66,74,76,74,64,59,76,88,77,93,93,247,94,70,56,82,"4,350",298,368,281,299,279,280,273,280,337,280,280,278,237,279,301,"4,335",0,"1,122",999,"1,314",900,10,2,5,3,0,5,"22,344"
Avg Population,"3,362","3,336",25,"3,228","2,278","1,483",90,71,70,72,74,63,63,72,91,78,92,92,252,96,67,53,89,"4,352",298,368,279,299,279,279,274,280,339,279,280,279,240,279,301,"4,287",0,"1,127",998,"1,259",904,13,4,6,3,0,7,"22,364"
