date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","4,022",58,0,"3,082","1,781","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,164,40,34,8,42,40,"24,247"
18-Jul-18,"3,421","3,657",34,0,"3,057","1,401",947,0,0,78,226,56,69,49,0,0,0,0,65,52,65,47,135,28,29,0,0,0,48,0,"3,654",235,294,267,247,198,198,264,266,250,263,268,202,199,266,237,"3,225",0,"1,286",998,0,941,7,0,4,3,36,1,29,6,0,0,"19,439"
19-Jul-18,"3,418","3,668",34,0,"3,060","1,399",945,0,0,78,225,56,70,48,0,0,0,0,65,49,67,46,135,28,29,0,0,0,49,0,"3,651",234,290,267,247,198,196,269,265,251,262,268,202,199,266,237,"3,222",0,"1,284",998,0,940,7,0,4,3,35,1,28,6,0,0,"19,439"
20-Jul-18,"3,414","3,669",35,0,"3,055","1,419",946,0,0,78,225,55,68,48,0,0,0,0,64,49,64,46,135,28,37,0,0,0,49,0,"3,670",230,290,268,246,200,196,268,265,259,269,270,201,199,269,240,"3,218",0,"1,283",996,0,939,6,0,3,3,33,1,26,6,0,0,"19,465"
21-Jul-18,"3,414","3,669",35,0,"3,055","1,419",945,0,0,78,224,55,68,48,0,0,0,0,64,49,64,46,135,28,37,0,0,0,49,0,"3,666",230,290,268,245,199,196,267,265,259,268,270,201,199,269,240,"3,216",0,"1,282",996,0,938,6,0,3,3,33,1,26,6,0,0,"19,458"
22-Jul-18,"3,412","3,667",35,0,"3,054","1,419",945,0,0,78,224,55,68,48,0,0,0,0,64,49,64,46,135,28,37,0,0,0,49,0,"3,666",230,290,268,245,199,196,267,265,259,268,270,201,199,269,240,"3,216",0,"1,282",996,0,938,6,0,3,3,33,1,26,6,0,0,"19,453"
23-Jul-18,"3,398","3,649",35,0,"3,056","1,389",951,0,0,78,224,55,74,47,0,0,0,0,66,49,66,46,132,28,37,0,0,0,49,0,"3,662",234,293,265,245,197,199,268,265,258,267,269,200,197,266,239,"3,210",0,"1,278",994,0,938,6,0,3,3,34,1,27,6,0,0,"19,390"
24-Jul-18,"3,385","3,682",35,0,"3,051","1,371",956,0,0,76,223,55,74,48,0,0,0,0,64,49,66,46,143,28,37,0,0,0,47,0,"3,654",234,293,266,244,196,199,267,264,258,266,269,199,196,264,239,"3,206",0,"1,275",994,0,937,6,0,3,3,34,1,27,6,0,0,"19,380"
25-Jul-18,"3,369","3,696",36,0,"3,044","1,354",974,0,0,75,228,56,73,48,0,0,0,0,65,49,71,56,141,28,37,0,0,0,47,0,"3,646",234,292,266,242,195,199,265,264,258,267,269,199,196,262,238,"3,207",0,"1,273",999,0,935,6,0,3,3,34,1,27,6,0,0,"19,366"
26-Jul-18,"3,354","3,700",36,0,"3,055","1,335",972,0,0,75,227,56,73,48,0,0,0,0,65,49,71,56,141,27,37,0,0,0,47,0,"3,648",233,291,268,241,194,202,265,263,257,266,268,199,203,261,237,"3,217",0,"1,282",999,0,936,6,0,3,3,37,1,30,6,0,0,"19,360"
27-Jul-18,"3,353","3,691",35,0,"3,055","1,312",949,0,0,73,225,52,72,47,0,0,0,0,64,48,69,56,141,21,34,0,0,0,47,0,"3,677",232,289,268,241,200,202,265,270,260,269,270,204,201,266,240,"3,233",0,"1,295",999,0,939,6,0,3,3,37,1,30,6,0,0,"19,348"
28-Jul-18,"3,352","3,688",35,0,"3,055","1,312",945,0,0,73,221,52,72,47,0,0,0,0,64,48,69,56,141,21,34,0,0,0,47,0,"3,676",232,288,268,241,200,202,265,270,260,269,270,204,201,266,240,"3,231",0,"1,294",998,0,939,6,0,3,3,37,1,30,6,0,0,"19,337"
29-Jul-18,"3,350","3,688",35,0,"3,054","1,312",943,0,0,73,220,52,72,47,0,0,0,0,64,48,69,56,141,21,33,0,0,0,47,0,"3,676",232,288,268,241,200,202,265,270,260,269,270,204,201,266,240,"3,231",0,"1,294",998,0,939,6,0,3,3,37,1,30,6,0,0,"19,332"
30-Jul-18,"3,344","3,692",35,0,"3,049","1,294",979,0,0,73,238,64,72,39,0,0,0,0,68,49,70,56,142,26,33,0,0,0,49,0,"3,671",232,288,268,241,200,202,265,270,259,268,270,203,200,265,240,"3,237",0,"1,299",997,0,941,6,0,3,3,36,1,30,5,0,0,"19,343"
31-Jul-18,"3,320","3,705",35,0,"3,048","1,264","1,001",0,0,73,248,64,67,57,0,0,0,0,66,49,72,57,143,23,33,0,0,0,49,0,"3,679",239,293,269,245,199,202,264,269,259,264,270,204,200,262,240,"3,231",0,"1,300",990,0,941,6,0,3,3,36,1,30,5,0,0,"19,325"
Avg Population,"3,397","3,693",36,0,"3,052",1370,943,0,0,77,222,56,69,47,0,0,0,0,65,49,67,44,136,27,34,0,0,0,50,0,"3,677",236,292,268,247,198,199,266,267,257,267,270,202,201,268,239,"3,216",0,1285,997,0,934,6,0,4,3,36,1,28,6,0,0,"19,427"
