date_raw,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"2,006","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,737"
19-May-15,"3,122",87,"2,431",23,134,"2,471",96,"1,494","1,042",48,43,46,49,44,49,46,48,53,58,89,62,189,83,48,42,45,"4,137",297,347,273,300,251,261,250,260,341,258,269,273,230,259,268,"3,962",0,"1,129","1,001",942,890,0,5,2,1,"19,007"
20-May-15,"3,127",89,"2,450",24,132,"2,467",98,"1,472","1,041",52,45,44,49,44,53,43,48,58,58,89,60,187,83,42,42,44,"4,135",297,347,275,300,251,261,249,259,340,257,268,273,230,257,271,"3,960",0,"1,129","1,001",940,890,0,5,2,1,"19,003"
21-May-15,"3,124",88,"2,475",23,130,"2,472",98,"1,445","1,052",52,50,46,49,48,55,0,50,55,61,91,63,192,82,40,58,60,"4,136",298,349,274,300,255,262,249,260,332,258,267,273,230,254,275,"3,959",0,"1,130","1,000",939,890,0,4,2,1,"19,009"
22-May-15,"3,119",88,"2,433",23,130,"2,472",98,"1,469","1,051",51,50,46,49,48,55,0,50,55,61,91,63,192,82,40,58,60,"4,136",298,349,274,300,255,262,249,260,332,258,267,273,230,254,275,"3,955",0,"1,129","1,000",937,889,0,6,6,4,"18,990"
23-May-15,"3,116",87,"2,433",23,130,"2,472",98,"1,456","1,048",51,50,46,49,48,55,0,50,55,60,91,63,191,82,40,57,60,"4,134",298,349,274,300,254,262,249,260,332,258,266,273,230,254,275,"3,954",0,"1,129","1,000",936,889,0,6,6,4,"18,967"
24-May-15,"3,115",86,"2,432",23,130,"2,472",98,"1,456","1,048",51,50,46,49,48,55,0,50,55,60,91,63,191,82,40,57,60,"4,134",298,349,274,300,254,262,249,260,332,258,266,273,230,254,275,"3,954",0,"1,129","1,000",936,889,0,6,5,3,"18,962"
25-May-15,"3,115",86,"2,432",22,129,"2,471",98,"1,456","1,048",51,50,46,49,48,55,0,50,55,60,91,63,191,82,40,57,60,"4,131",298,349,274,300,254,262,249,260,332,258,266,272,230,253,274,"3,951",0,"1,129",999,935,888,0,6,5,3,"18,953"
26-May-15,"3,104",85,"2,445",23,128,"2,470",91,"1,483","1,094",49,49,47,50,47,55,0,50,78,63,90,66,191,82,39,57,81,"4,127",298,347,273,299,261,261,249,259,330,257,265,270,229,254,275,"3,964",0,"1,127","1,000",936,901,0,5,6,4,"19,029"
27-May-15,"3,102",83,"2,443",21,126,"2,468",89,"1,481","1,067",47,47,45,48,45,53,0,48,76,61,88,64,189,80,39,57,80,"4,111",297,346,271,297,259,259,259,257,328,255,263,268,227,252,273,"3,956",0,"1,125",998,934,899,0,3,4,2,"18,956"
