Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"5,768","3,233","2,214","2,133","1,350",75,75,75,75,75,75,75,75,75,75,75,75,150,75,75,75,75,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750","1,000","1,000",750,"1,000",24,6,12,6,6,,"21,228"
,"5,711","3,164","2,147","2,069","1,289",74,75,74,75,75,71,73,71,73,72,60,54,147,73,73,74,75,"2,577",235,235,235,235,234,234,236,234,232,233,234,"3,376",681,986,716,993,18,6,10,2,6,4,"20,361"
27-May-03 28-May-03,"5,725","3,165","2,145","2,079","1,295",74,75,74,74,75,75,75,71,75,72,61,52,147,73,73,74,75,"2,574",234,235,234,235,234,234,235,234,230,235,234,"3,374",680,985,716,993,18,6,10,2,6,4,"20,385"
29-May-03,"5,713","3,158","2,165","2,094","1,305",74,72,74,74,74,75,75,75,75,72,61,64,147,73,72,74,74,"2,577",233,235,234,235,236,234,236,234,234,234,232,"3,360",683,969,716,992,18,6,10,2,6,6,"20,402"
30-May-03,"5,692","3,167","2,142","2,094","1,232",68,68,68,71,67,73,73,73,73,64,58,59,142,69,66,71,69,"2,583",235,236,234,235,235,235,236,235,234,234,234,"3,376",683,983,716,994,18,6,10,2,5,79,"20,388"
31-May-03,"5,691","3,168","2,142","2,094","1,232",68,68,68,71,67,73,73,73,73,64,58,59,142,69,66,71,69,"2,583",235,236,234,235,235,235,236,235,234,234,234,"3,376",683,983,716,994,18,6,10,2,5,77,"20,386"
