date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,498","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,807"
10-Nov-09,"3,923","3,222","2,739","1,483","1,708",80,83,93,98,99,99,101,83,96,90,67,86,248,102,83,102,98,"2,967",276,265,263,262,257,259,337,265,264,260,259,"5,478",948,"1,353",968,"1,250",959,9,5,2,2,5,6,"21,540"
11-Nov-09,"3,921","3,221","2,737","1,482","1,706",81,83,93,98,99,98,101,82,96,89,68,86,248,101,83,102,98,"2,964",276,263,263,262,256,259,337,265,264,260,259,"5,477",948,"1,353",968,"1,250",958,9,5,2,2,5,6,"21,528"
12-Nov-09,"3,915","3,245","2,728","1,460","1,667",79,80,92,100,100,101,95,76,94,83,67,84,241,102,80,97,96,"2,940",275,262,259,262,251,250,338,265,263,256,259,"5,460",947,"1,350",966,"1,239",958,9,5,2,2,5,8,"21,437"
13-Nov-09,"3,916","3,205","2,698","1,500","1,697",89,84,90,99,101,99,99,87,100,86,64,82,244,98,77,99,99,"2,911",271,256,259,260,247,250,338,258,262,252,258,"5,417",933,"1,349",962,"1,216",957,9,5,2,2,5,61,"21,419"
14-Nov-09,"3,917","3,202","2,699","1,500","1,695",89,84,90,99,100,99,99,87,99,86,64,82,244,98,77,99,99,"2,910",271,256,259,260,247,250,338,258,262,252,257,"5,415",933,"1,348",962,"1,216",956,9,5,2,2,5,64,"21,416"
15-Nov-09,"3,915","3,202","2,698","1,500","1,696",89,84,90,99,100,99,99,87,100,86,64,82,244,98,77,99,99,"2,909",271,256,259,260,246,250,338,258,262,252,257,"5,413",933,"1,347",961,"1,216",956,9,5,2,2,5,64,"21,411"
16-Nov-09,"3,921","3,217","2,700","1,524","1,750",92,94,95,100,101,102,94,88,102,92,68,89,249,102,82,100,100,"2,883",266,255,259,260,246,249,334,253,262,252,247,"5,397",931,"1,341",961,"1,210",954,9,5,2,2,5,12,"21,418"
17-Nov-09,"3,924","3,253","2,702","1,522","1,768",92,94,95,97,102,102,98,88,102,90,69,90,249,102,97,101,100,"2,867",265,255,256,259,246,242,334,253,262,248,247,"5,379",928,"1,340",951,"1,206",954,9,5,2,2,5,10,"21,439"
18-Nov-09,"3,932","3,252","2,710","1,551","1,787",90,98,95,102,102,102,102,88,102,90,79,90,249,102,96,100,100,"2,851",265,255,250,257,243,242,329,253,262,248,247,"5,373",925,"1,340",949,"1,205",954,9,5,2,2,5,12,"21,482"
