Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,492","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,585"
19-May-10,"3,588","3,273","3,168","1,494","1,579",80,79,84,86,78,79,91,74,100,85,66,91,236,93,77,87,93,"2,528",232,227,224,224,218,224,284,225,223,224,223,"5,303",898,"1,360",898,"1,199",948,8,3,3,2,6,8,"20,955"
20-May-10,"3,585","3,253","3,165","1,471","1,612",80,79,83,89,78,79,95,74,101,92,68,91,240,98,80,87,98,"2,533",234,227,224,224,220,224,284,224,224,224,224,"5,308",901,"1,360",899,"1,200",948,8,3,3,2,6,8,"20,949"
21-May-10,"3,589","3,253","3,156","1,471","1,572",77,76,80,88,76,75,89,67,100,90,75,86,238,97,77,86,95,"2,531",233,226,223,223,220,222,284,225,224,224,227,"5,304",900,"1,359",900,"1,197",948,8,3,3,2,6,56,"20,946"
22-May-10,"3,587","3,253","3,153","1,471","1,572",75,76,80,88,76,75,89,67,100,90,75,89,238,96,77,86,95,"2,531",233,226,223,223,220,222,284,225,224,224,227,"5,300",899,"1,359",900,"1,194",948,8,3,3,2,6,56,"20,937"
23-May-10,"3,587","3,251","3,154","1,471","1,571",75,76,80,87,76,75,89,67,100,90,74,89,238,97,77,86,95,"2,529",231,226,223,223,220,222,284,225,224,224,227,"5,299",899,"1,359",900,"1,193",948,8,3,3,2,6,54,"20,930"
24-May-10,"3,586","3,235","3,141","1,475","1,599",77,76,83,87,76,78,92,72,100,91,74,93,237,102,79,85,97,"2,529",232,225,223,224,219,223,283,225,224,224,227,"5,295",897,"1,357",897,"1,194",950,8,3,3,2,6,8,"20,882"
25-May-10,"3,580","3,253","3,144","1,471","1,593",77,76,81,81,76,81,92,72,99,92,74,93,240,98,78,89,94,"2,527",232,225,224,224,219,223,284,225,224,224,223,"5,309",900,"1,360",900,"1,201",948,8,3,3,2,6,8,"20,899"
26-May-10,"3,562","3,255","3,157","1,481","1,597",77,74,81,85,76,81,91,72,99,91,74,93,241,98,78,92,94,"2,521",233,225,223,224,219,223,279,222,224,224,225,"5,304",899,"1,360",899,"1,195",951,8,3,3,2,6,8,"20,899"
27-May-10,"3,559","3,223","3,152","1,489","1,596",77,73,80,84,74,78,97,77,99,91,84,78,239,100,78,92,95,"2,529",233,225,223,224,219,224,284,225,223,224,225,"5,312",902,"1,358",900,"1,201",951,8,3,3,2,6,9,"20,883"
