date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
19-May-13,"3,366","3,354",31,"3,223","2,331","1,479",92,68,62,75,79,73,69,80,91,73,92,91,232,94,70,64,74,"4,412",299,370,276,300,280,279,271,280,353,281,280,278,294,277,294,"4,309",0,"1,118",999,"1,301",891,9,3,3,3,0,0,"22,514"
20-May-13,"3,366","3,361",31,"3,228","2,304","1,528",92,68,69,76,83,80,70,86,90,80,93,92,233,98,75,66,77,"4,418",299,370,276,300,280,279,273,279,355,280,279,278,293,278,299,"4,312",0,"1,123",999,"1,300",890,10,3,4,3,0,0,"22,558"
21-May-13,"3,378","3,333",31,"3,232","2,323","1,530",92,68,69,76,83,79,69,86,90,79,93,92,234,98,74,71,77,"4,426",299,369,280,299,280,280,273,279,354,280,280,280,293,280,300,"4,310",0,"1,123",999,"1,300",888,11,4,4,3,0,0,"22,574"
22-May-13,"3,380","3,349",28,"3,231","2,299","1,533",90,68,69,75,85,79,69,86,91,79,93,92,239,97,73,71,77,"4,432",298,369,280,299,280,280,274,280,354,280,280,279,299,280,300,"4,309",0,"1,125",998,"1,296",890,10,3,4,3,0,0,"22,571"
23-May-13,"3,368","3,336",30,"3,237","2,321","1,540",89,68,76,72,85,79,69,86,91,81,93,92,238,97,75,72,77,"4,424",297,369,280,299,278,280,273,280,354,280,280,278,296,280,300,"4,302",0,"1,125",997,"1,292",888,10,3,4,3,0,0,"22,568"
24-May-13,"3,374","3,338",30,"3,228","2,309","1,549",91,67,79,72,89,80,68,87,91,81,93,92,240,97,74,72,76,"4,414",297,369,280,299,277,279,272,279,352,276,280,279,296,280,299,"4,305",0,"1,125",999,"1,293",888,10,3,4,3,0,,"22,557"
25-May-13,"3,373","3,338",30,"3,229","2,309","1,545",90,67,79,72,89,80,66,87,91,81,93,92,240,96,74,72,76,"4,413",297,369,280,299,277,278,272,279,352,276,280,279,296,280,299,"4,303",0,"1,124",999,"1,293",887,10,3,4,3,0,0,"22,550"
26-May-13,"3,374","3,336",30,"3,229","2,309","1,545",90,67,79,72,89,80,66,87,91,81,93,92,240,96,74,72,76,"4,411",297,369,280,299,277,278,271,279,352,276,280,279,296,279,299,"4,300",0,"1,122",999,"1,292",887,9,2,4,3,0,0,"22,543"
27-May-13,"3,374","3,337",29,"3,229","2,310","1,542",90,67,79,72,89,80,64,87,91,81,93,92,240,96,74,72,75,"4,408",297,368,280,299,277,278,271,279,352,276,280,279,296,278,298,"4,299",0,"1,122",999,"1,291",887,9,2,4,3,0,0,"22,537"
