Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648","3,665",42,"3,282","2,020","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,5000,"1,500","1,000","1,500","1,000",16,6,6,4,"24,959"
22-Mar-14,"3,356","2,970",36,"3,207","1,973","1,133",87,47,50,59,38,45,47,55,45,71,90,60,200,95,50,42,52,"4,413",300,368,277,299,280,280,274,276,355,279,279,279,293,278,296,4367,"1,199",998,"1,295",875,10,6,3,1,"21,465"
23-Mar-14,"3,353","2,968",36,"3,202","1,971","1,132",87,47,50,59,38,45,47,55,45,71,89,60,200,95,50,42,52,"4,411",300,368,277,299,280,280,274,276,355,279,278,279,292,278,296,4366,"1,199",998,"1,294",875,10,6,3,1,"21,449"
24-Mar-14,"3,355","2,969",36,"3,220","1,828","1,142",90,48,49,59,41,45,47,58,47,74,89,57,202,93,49,43,51,"4,413",300,369,279,298,278,279,274,276,354,280,280,280,292,278,296,4365,"1,198",998,"1,294",875,11,6,3,2,"21,339"
25-Mar-14,"3,355","2,983",36,"3,214","1,955","1,146",89,47,51,59,42,45,46,57,54,76,86,59,200,92,52,41,50,"4,416",300,368,280,298,280,279,274,279,354,276,280,280,292,277,299,4362,"1,199",997,"1,293",873,11,6,3,2,"21,478"
26-Mar-14,"3,349","2,941",37,"3,227","1,949","1,153",88,47,52,59,48,45,46,57,55,76,87,60,200,91,52,41,49,"4,425",299,368,279,298,280,280,274,279,354,280,280,280,297,278,299,4358,"1,199",996,"1,295",868,11,6,3,2,"21,450"
27-Mar-14,"3,326","2,949",37,"3,219","1,975","1,162",88,47,52,59,48,45,46,56,55,76,93,61,201,91,52,41,51,"4,424",300,367,279,300,277,280,274,280,355,277,279,280,297,278,301,4367,"1,199","1,000","1,300",868,11,6,3,2,"21,470"
28-Mar-14,"3,346","2,937",37,"3,232","1,970","1,155",89,47,51,62,47,43,46,57,54,76,90,61,200,91,51,39,51,"4,420",300,367,276,298,279,278,274,280,355,278,280,280,296,278,301,4366,"1,200",999,"1,301",866,11,6,3,2,"21,474"
29-Mar-14,"3,345","2,933",37,"3,233","1,970","1,153",89,47,51,62,47,42,46,57,54,76,90,60,200,91,51,39,51,"4,418",300,367,275,298,278,278,274,280,355,278,280,280,296,278,301,4366,"1,200",998,"1,302",866,11,6,3,2,"21,466"
30-Mar-14,"3,344","2,937",37,"3,233","1,970","1,151",88,47,51,62,46,43,46,57,54,76,90,59,200,91,51,39,51,"4,415",299,366,275,298,278,278,274,280,355,278,279,280,296,278,301,4361,"1,198",999,"1,300",864,11,6,3,2,"21,459"
31-Mar-14,"3,336","2,960",37,"3,235","2,056","1,162",88,47,53,62,49,43,44,57,54,76,89,69,200,89,52,40,50,"4,413",298,369,275,297,279,277,273,280,353,281,280,280,295,278,298,3497,0,1201,997,1299,11,6,3,2,"20,707"
Avg Pop,"3,339","2,976",35,"3,217","1,968","1,150",86,49,51,61,43,49,48,52,46,73,89,68,195,93,52,42,52,"4,406",298,367,279,299,278,279,273,277,354,277,280,279,295,276,294,"4,343","1,160","1,004","1,290",888,11,6,3,2,"21,446"
