date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,558","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,984"
19-Jun-09,"4,108","3,287","3,038","1,519","1,580",74,86,85,80,79,94,81,83,81,88,87,78,248,92,78,73,93,"2,904",280,266,265,248,259,265,266,264,262,263,266,"5,493",953,"1,360",983,"1,227",970,10,5,4,1,6,50,"21,995"
20-Jun-09,"4,107","3,284","3,039","1,519","1,578",74,85,84,80,79,94,81,83,81,88,87,78,248,92,78,73,93,"2,901",280,265,265,248,258,265,266,263,262,263,266,"5,487",953,"1,357",982,"1,226",969,10,5,4,1,6,50,"21,981"
21-Jun-09,"4,106","3,280","3,036","1,519","1,577",74,85,84,80,79,94,81,83,81,88,87,77,248,92,78,73,93,"2,901",280,265,265,248,258,265,266,263,262,263,266,"5,485",953,"1,356",982,"1,225",969,10,5,4,1,6,52,"21,972"
22-Jun-09,"4,110","3,271","3,049","1,503","1,618",80,87,84,83,83,98,78,86,83,89,85,78,250,97,78,85,94,"2,891",280,266,266,247,260,263,264,264,262,266,253,"5,500",955,"1,361",983,"1,225",976,11,6,4,1,6,11,"21,970"
23-Jun-09,"4,095","3,244","3,038","1,530","1,659",83,92,85,85,83,98,88,88,92,89,85,81,250,94,77,95,94,"2,905",280,266,266,250,260,265,264,260,267,266,261,"5,501",957,"1,363",982,"1,223",976,11,6,4,1,6,11,"22,000"
24-Jun-09,"4,092","3,268","3,037","1,520","1,654",82,92,86,85,83,98,86,88,88,87,86,83,250,94,77,95,94,"2,913",280,266,265,250,260,267,265,266,267,264,263,"5,498",955,"1,363",984,"1,223",973,11,6,4,1,6,12,"22,011"
25-Jun-09,"4,072","3,253","3,044","1,539","1,670",82,91,86,84,83,99,92,87,96,86,84,83,249,96,82,94,96,"2,903",279,266,265,250,259,261,264,266,267,263,263,"5,489",952,"1,363",983,"1,222",969,11,6,4,1,6,11,"21,998"
26-Jun-09,"4,074","3,276","3,003","1,499","1,674",79,89,86,88,90,98,89,88,95,85,84,81,246,95,93,94,94,"2,905",279,265,264,251,259,263,263,266,266,265,264,"5,479",949,"1,360",982,"1,220",968,11,6,4,1,6,40,"21,967"
27-Jun-09,"4,072","3,277","3,001","1,499","1,672",78,89,86,88,90,98,89,88,95,85,84,81,245,95,93,94,94,"2,905",279,265,264,251,259,263,263,266,266,265,264,"5,478",949,"1,359",982,"1,220",968,11,6,4,1,6,40,"21,961"
