Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,744","3,233","2,214","2,327","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"5,088",960,"1,000","1,000",128,"1,000","1,000",18,6,6,6,6,,"22,196"
25-Feb-05,"4,442","3,144","2,123","1,769","1,643",88,97,86,95,96,92,99,95,99,89,59,73,187,98,98,97,95,"2,731",248,250,248,247,246,250,246,249,249,250,248,"4,793",961,874,993,127,847,991,13,5,5,3,5,51,"20,714"
26-Feb-05,"4,441","3,142","2,122","1,769","1,642",88,97,86,95,95,92,98,95,99,89,59,73,187,98,98,97,96,"2,728",248,250,246,247,245,250,246,249,249,250,248,"4,792",961,874,992,127,847,991,13,5,5,3,5,51,"20,705"
27-Feb-05,"4,438","3,139","2,121","1,769","1,640",88,97,86,95,95,91,99,95,99,89,59,73,187,97,98,96,96,"2,728",248,250,246,247,245,250,246,249,249,250,248,"4,787",961,873,989,127,846,991,13,5,5,3,5,50,"20,690"
28-Feb-05,"4,430","3,120","2,118","1,786","1,710",90,102,92,99,102,94,102,102,101,92,61,75,197,99,101,100,101,"2,741",250,250,248,247,248,250,249,250,249,250,250,"4,780",960,871,989,127,843,990,13,5,5,3,5,5,"20,708"
