Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"5,768","3,233","2,214","2,176","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750","1,000","1,000",750,"1,000",24,6,12,6,6,,"21,737"
27-Sep-03,"5,678","3,139","2,118","1,954","1,458",75,70,94,87,65,68,90,91,88,86,47,55,218,92,82,55,95,"2,575",233,235,235,236,234,229,235,235,235,234,234,"3,462",729,993,745,995,16,6,9,1,6,52,"20,458"
28-Sep-03,"5,674","3,139","2,117","1,954","1,459",75,70,94,87,65,68,90,91,88,86,47,55,218,93,82,55,95,"2,575",233,235,235,236,234,229,235,235,235,234,234,"3,462",729,993,745,995,16,6,9,1,6,52,"20,454"
29-Sep-03,"5,678","3,134","2,116","1,934","1,512",80,72,96,88,71,70,93,93,90,92,48,59,221,94,86,60,99,"2,576",235,235,235,236,234,228,235,234,235,235,234,"3,457",729,992,741,995,15,6,8,1,6,3,"20,431"
30-Sep-03,"5,673","3,145","2,133","1,929","1,506",80,72,96,88,71,70,92,89,88,92,48,62,220,94,86,59,99,"2,577",235,235,235,236,234,228,235,234,235,236,234,"3,464",729,992,748,995,15,6,8,1,6,4,"20,452"
