date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,792","3,233","2,214","2,327","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"5,088",960,"1,000","1,000",128,"1,000","1,000",18,6,6,6,6,,"22,244"
14-Apr-05,"4,576","2,935","2,155","1,819","1,776",92,100,93,99,98,96,102,102,102,92,93,92,215,101,102,95,102,"2,746",249,250,250,250,249,250,249,250,250,249,250,"4,790",960,868,995,128,860,979,13,6,4,3,5,11,"20,826"
15-Apr-05,"4,577","2,950","2,153","1,807","1,746",91,97,92,99,97,93,100,100,101,92,93,90,211,99,99,93,99,"2,744",250,249,250,250,248,250,249,250,250,249,249,"4,780",955,868,995,128,855,979,13,5,5,3,5,30,"20,805"
16-Apr-05,"4,571","2,950","2,151","1,807","1,743",91,96,92,99,97,92,100,100,101,92,92,90,211,99,99,93,99,"2,743",250,249,250,250,248,250,248,250,250,249,249,"4,780",955,868,995,128,855,979,13,5,5,3,5,30,"20,793"
17-Apr-05,"4,571","2,949","2,151","1,807","1,742",90,96,92,99,97,93,100,99,101,92,92,90,211,99,99,93,99,"2,743",250,249,250,250,248,250,248,250,250,249,249,"4,779",955,868,994,128,855,979,13,5,5,3,5,29,"20,789"
18-Apr-05,"4,567","2,956","2,170","1,780","1,759",91,97,92,99,96,95,102,101,102,92,92,92,214,100,101,93,100,"2,740",248,249,250,249,248,250,249,250,249,249,249,"4,788",956,867,994,128,858,985,14,6,5,3,5,7,"20,786"
19-Apr-05,"4,591","2,953","2,165","1,781","1,767",92,100,92,99,95,94,102,101,102,92,92,92,213,100,101,101,99,"2,739",248,249,250,248,248,250,248,250,249,250,249,"4,785",960,874,994,128,846,983,14,6,5,3,5,8,"20,808"
20-Apr-05,"4,587","2,934","2,173","1,802","1,775",92,100,91,99,102,99,100,102,101,91,92,92,212,101,101,101,99,"2,746",250,248,249,249,253,250,250,249,249,250,249,"4,786",958,874,992,128,846,988,14,6,5,3,5,8,"20,830"
21-Apr-05,"4,586","2,955","2,170","1,814","1,772",92,100,93,98,102,99,99,102,102,91,92,90,211,101,101,101,98,"2,748",250,248,249,249,252,250,250,250,250,250,250,"4,789",956,874,993,128,850,988,14,6,5,3,5,8,"20,861"
22-Apr-05,"4,609","2,941","2,167","1,804","1,744",90,100,90,97,99,98,98,99,101,90,90,85,210,100,98,99,100,"2,742",247,250,250,250,249,248,249,250,250,249,250,"4,795",959,875,995,128,851,987,13,6,4,3,5,33,"20,853"
23-Apr-05,"4,608","2,939","2,162","1,804","1,740",90,100,90,97,99,98,98,99,101,90,89,82,210,100,98,99,100,"2,740",246,250,250,249,249,248,249,250,250,249,250,"4,789",957,871,995,128,851,987,13,6,4,3,5,33,"20,833"
24-Apr-05,"4,607","2,937","2,162","1,804","1,735",90,100,88,97,99,98,98,97,101,90,89,82,209,100,98,99,100,"2,735",246,250,249,248,247,248,249,250,250,248,250,"4,783",956,870,993,128,850,986,13,6,4,3,5,0,"20,781"
25-Apr-05,"4,603","2,940","2,156","1,803","1,755",92,100,90,98,99,98,98,99,102,91,89,85,209,101,101,101,102,"2,732",246,250,249,247,247,247,249,250,249,248,250,"4,779",956,869,992,128,849,985,14,6,5,3,5,6,"20,793"
26-Apr-05,"4,599","2,965","2,158","1,791","1,748",92,100,88,98,97,98,96,98,102,91,89,85,210,99,101,102,102,"2,728",246,250,248,247,245,248,249,249,248,248,250,"4,781",956,872,992,128,849,984,13,6,4,3,5,6,"20,794"
