date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
18-Mar-19,"3,266","3,645",32,0,"2,652","1,382","1,061",0,0,78,296,55,73,53,0,0,0,0,70,50,67,56,161,13,29,0,0,0,60,0,"4,265",298,289,273,307,338,270,273,279,353,279,278,278,168,282,300,"3,172",0,"1,250",998,0,924,7,0,4,3,40,14,20,6,0,0,"19,522"
19-Mar-19,"3,259","3,634",32,0,"2,648","1,393","1,353",0,0,78,292,55,72,52,0,0,0,0,70,51,65,56,460,13,29,0,0,0,60,0,"4,252",298,294,272,309,335,268,272,278,347,279,278,277,168,279,298,"3,169",0,"1,249",998,0,922,7,0,4,3,39,14,20,5,0,0,"19,786"
20-Mar-19,"3,264","3,634",35,0,"2,654","1,393","1,057",0,0,77,300,54,73,51,0,0,0,0,70,51,65,55,161,12,28,0,0,0,60,0,"4,248",299,293,272,307,333,268,271,278,347,279,281,277,169,277,297,"3,168",0,"1,248",998,0,922,7,0,4,3,39,14,20,5,0,0,"19,499"
21-Mar-19,"3,273","3,605",35,0,"2,651","1,414","1,042",0,0,78,300,54,73,51,0,0,0,0,70,51,65,36,161,12,28,0,0,0,63,0,"4,271",299,293,274,306,337,274,274,280,351,280,281,277,169,276,300,"3,169",0,"1,248","1,000",0,921,7,0,4,3,39,14,20,5,0,0,"19,506"
22-Mar-19,"3,263","3,622",33,0,"2,645","1,425","1,051",0,0,77,300,54,72,50,0,0,0,0,69,51,61,55,159,12,28,0,0,0,63,0,"4,268",299,293,274,303,337,274,274,280,351,279,281,280,169,274,300,"3,175",0,"1,251","1,000",0,924,7,0,4,3,35,12,18,5,0,0,"19,524"
23-Mar-19,"3,267","3,622",33,0,"2,647","1,425","1,047",0,0,77,297,54,72,50,0,0,0,0,69,51,61,55,159,12,27,0,0,0,63,0,"4,268",299,293,274,303,337,274,274,280,351,279,281,280,169,274,300,"3,175",0,"1,251","1,000",0,924,7,0,4,3,35,12,18,5,0,0,"19,526"
24-Mar-19,"3,263","3,622",33,0,"2,645","1,425","1,048",0,0,77,298,54,72,50,0,0,0,0,69,51,61,55,159,12,27,0,0,0,63,0,"4,268",299,293,274,303,337,274,274,280,351,279,281,280,169,274,300,"3,174",0,"1,250","1,000",0,924,7,0,4,3,35,12,18,5,0,0,"19,520"
25-Mar-19,"3,272","3,616",33,0,"2,650","1,415","1,080",0,0,77,312,61,72,51,0,0,0,0,69,49,71,55,161,12,27,0,0,0,63,0,"4,256",299,293,274,302,337,274,273,280,350,276,280,279,168,273,298,"3,178",0,"1,248",999,0,931,7,0,4,3,36,13,18,5,0,0,"19,543"
26-Mar-19,"3,271","3,609",33,0,"2,655","1,403","1,071",0,0,77,305,61,72,51,0,0,0,0,67,49,71,60,158,10,27,0,0,0,63,0,"4,247",298,293,273,302,335,273,273,279,349,276,279,279,168,272,298,"3,175",0,"1,248",999,0,928,7,0,4,3,36,13,18,5,0,0,"19,507"
