Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity 1-Mar-18,"3,590","3,830",58,0,"3,082","1,781","1,188",0,0,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,237"
,"3,389","3,387",29,0,"2,658","1,274",783,0,0,61,56,46,0,0,25,19,62,52,84,45,150,22,22,30,11,51,47,0,"4,302",287,293,276,298,333,280,274,276,343,271,280,320,213,266,292,"3,207",0,"1,281",999,0,927,12,5,5,2,40,2,24,9,0,5,"19,081"
2-Mar-18,"3,398","3,383",29,0,"2,654","1,297",779,0,0,60,51,46,0,0,30,19,62,50,79,53,148,23,22,30,10,50,46,0,"4,311",299,292,275,298,334,280,274,274,344,268,280,320,215,265,293,"3,206",0,"1,281",999,0,926,12,5,5,2,40,2,24,9,0,5,"19,109"
3-Mar-18,"3,397","3,387",29,0,"2,655","1,297",779,0,0,60,51,46,0,0,30,19,62,50,79,53,148,23,22,30,10,50,46,0,"4,309",299,292,275,298,334,279,274,274,344,268,280,320,215,265,292,"3,206",0,"1,281",999,0,926,12,5,5,2,40,2,24,9,0,5,"19,111"
4-Mar-18,"3,395","3,383",29,0,"2,655","1,297",778,0,0,60,51,46,0,0,30,19,62,50,79,53,148,23,22,29,10,50,46,0,"4,309",299,292,275,298,334,279,274,274,344,268,280,320,215,265,292,"3,206",0,"1,281",999,0,926,12,5,5,2,40,2,24,9,0,5,"19,104"
5-Mar-18,"3,388","3,394",29,0,"2,660","1,300",783,0,0,60,57,46,0,0,30,19,62,50,79,51,148,23,22,27,11,51,47,0,"4,322",299,292,273,306,338,277,274,273,346,271,280,318,219,264,292,"3,204",0,"1,279",999,0,926,12,5,5,2,39,2,24,9,0,4,"19,131"
6-Mar-18,"3,397","3,424",30,0,"2,664","1,300",787,0,0,65,57,46,0,0,30,19,62,50,79,51,148,23,20,26,11,54,46,0,"4,318",298,291,272,309,337,277,274,274,346,271,280,317,218,262,292,"3,200",0,"1,277",998,0,925,12,5,5,2,39,2,24,9,0,4,"19,171"
7-Mar-18,"3,402","3,437",30,0,"2,656","1,337",778,0,0,64,61,46,0,0,25,19,62,50,79,51,147,23,17,24,11,54,45,0,"4,303",298,291,272,308,335,277,274,272,346,269,277,316,217,262,289,"3,197",0,"1,274",998,0,925,11,5,4,2,37,2,23,8,0,4,"19,188"
8-Mar-18,"3,392","3,472",30,0,"2,660","1,334",772,0,0,64,60,45,0,0,23,19,62,50,79,50,145,23,17,25,11,54,45,0,"4,304",298,291,275,310,334,277,273,273,345,270,277,314,217,262,288,"3,197",0,"1,274",998,0,925,11,5,4,2,43,4,27,8,0,4,"19,215"
9-Mar-18,"3,409","3,422",30,0,"2,644","1,309",791,0,0,61,60,51,0,0,37,19,62,54,79,46,149,24,17,24,11,53,44,0,"4,349",298,289,274,310,334,277,272,279,351,276,276,325,217,280,291,"3,191",0,"1,270",999,0,922,11,5,4,2,42,4,27,8,0,3,"19,198"
10-Mar-18,"3,409","3,420",30,0,"2,643","1,309",790,0,0,61,60,51,0,0,37,19,62,54,79,46,149,24,17,23,11,53,44,0,"4,348",298,289,274,310,333,277,272,279,351,276,276,325,217,280,291,"3,190",0,"1,269",999,0,922,11,5,4,2,41,4,27,8,0,2,"19,191"
11-Mar-18,"3,409","3,420",30,0,"2,643","1,309",789,0,0,61,60,51,0,0,36,19,62,54,79,46,149,24,17,23,11,53,44,0,"4,346",298,289,274,310,332,277,272,279,351,276,276,325,217,279,291,"3,189",0,"1,270",998,0,921,11,5,4,2,41,4,27,8,0,2,"19,187"
12-Mar-18,"3,410","3,455",30,0,"2,630","1,371",794,0,0,62,65,50,0,0,30,19,62,54,84,46,149,24,16,23,11,54,45,0,"4,366",298,291,274,310,341,277,272,279,351,276,278,325,216,278,300,"3,188",0,"1,269",998,0,921,10,4,4,2,41,4,27,8,0,2,"19,295"
13-Mar-18,"3,401","3,488",30,0,"2,633","1,323",748,0,0,62,65,50,0,0,28,19,61,54,57,35,147,24,15,22,11,54,44,0,"4,352",297,289,273,310,340,275,272,276,349,275,278,325,216,277,300,"3,185",0,"1,267",998,0,920,10,4,4,2,39,4,27,8,0,0,"19,209"
14-Mar-18,"3,394","3,467",30,0,"2,661","1,320",774,0,0,61,64,49,0,0,26,18,60,54,85,39,146,24,14,23,11,54,46,0,"4,357",297,289,271,310,340,274,274,279,350,279,278,324,214,279,299,"3,180",0,"1,265",998,0,917,10,4,4,2,39,4,27,8,0,0,"19,232"
15-Mar-18,"3,385","3,494",30,0,"2,657","1,334",773,0,0,61,64,48,0,0,24,19,60,53,85,39,146,24,14,22,10,53,51,0,"4,347",295,289,274,309,338,274,274,278,348,279,278,324,212,276,299,"3,178",0,"1,264",998,0,916,10,4,4,2,42,4,27,11,0,0,"19,250"
16-Mar-18,"3,389","3,445",30,0,"2,659","1,342",787,0,0,58,61,47,0,0,25,19,58,52,83,45,145,24,14,44,10,52,50,0,"4,353",294,288,273,308,337,280,272,280,351,277,279,324,211,280,299,"3,176",0,"1,263",998,0,915,11,5,4,2,39,4,27,8,0,0,"19,231"
17-Mar-18,"3,386","3,443",30,0,"2,658","1,342",784,0,0,58,60,47,0,0,24,19,58,52,83,45,145,24,14,44,10,51,50,0,"4,351",294,288,271,308,337,280,272,280,351,277,279,324,211,280,299,"3,176",0,"1,263",998,0,915,11,5,4,2,42,4,27,11,0,0,"19,223"
