Location,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"2,006","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,737"
28-Aug-15,"3,102",84,"2,455",29,129,"2,528",96,"1,071","1,187",91,66,53,49,50,53,0,74,59,75,81,66,182,90,73,53,72,"4,192",301,348,263,298,267,280,266,261,335,267,264,280,209,267,286,"3,880",0,"1,123",997,926,834,11,4,4,3,"18,764"
29-Aug-15,"3,102",84,"2,455",29,129,"2,528",96,"1,071","1,174",91,66,52,48,49,52,0,73,58,74,80,65,182,89,72,52,71,"4,186",300,347,262,297,266,279,266,261,335,267,264,280,209,267,286,"3,880",0,"1,123",997,926,834,11,4,4,3,"18,745"
30-Aug-15,"3,102",84,"2,455",29,129,"2,528",96,"1,071","1,174",91,66,52,48,49,52,0,73,58,74,80,65,182,89,72,52,71,"4,184",300,347,262,297,266,279,266,260,334,267,264,280,209,267,286,"3,880",0,"1,123",997,926,834,11,4,4,3,"18,743"
31-Aug-15,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,,,0
Avg Population,"3,100",86,"2,476",24,126,"2,526",95,"1,098","1,168",79,61,53,47,49,59,0,73,65,74,75,70,184,86,69,53,72,"4,213",300,353,271,299,273,270,263,265,343,266,270,278,210,266,287,"3,838",0,"1,128",995,922,793,12,4,5,3,"18,762"
