date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,753","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,553"
19-May-12,"3,297","3,065","3,168","2,156","1,570",88,89,76,89,87,84,79,88,90,71,92,91,204,99,89,72,82,"4,270",300,292,278,300,280,276,272,280,339,278,278,281,238,277,301,"4,289",0,"1,360",987,"1,040",902,11,5,3,3,0,70,"21,896"
20-May-12,"3,295","3,063","3,167","2,156","1,570",88,89,76,89,87,84,79,88,89,71,93,91,204,99,89,72,82,"4,268",300,292,278,300,279,276,272,280,338,278,278,281,238,277,301,"4,288",0,"1,360",987,"1,040",901,11,5,3,3,0,71,"21,889"
21-May-12,"3,288","3,071","3,172","2,148","1,626",89,92,83,93,92,90,81,92,91,81,93,93,209,98,88,74,87,"4,272",300,291,277,299,280,280,271,279,340,278,279,281,238,280,299,"4,291",0,"1,358",986,"1,041",906,11,5,3,3,0,9,"21,888"
22-May-12,"3,291","3,096","3,170","2,101","1,583",91,89,81,91,91,86,80,92,91,76,91,93,194,95,86,71,85,"4,272",300,291,278,300,279,280,273,279,339,278,280,281,237,280,297,"4,292",0,"1,359",987,"1,041",905,12,5,3,4,0,6,"21,823"
23-May-12,"3,281","3,115","3,167","2,080","1,579",92,88,80,90,90,85,79,90,92,75,91,93,193,97,86,71,87,"4,276",299,291,279,299,280,280,275,280,338,280,280,281,235,279,300,"4,290",0,"1,359",986,"1,040",905,12,5,3,4,0,6,"21,806"
24-May-12,"3,290","3,101","3,168","2,100","1,581",92,88,80,89,91,85,79,89,92,75,92,92,196,99,86,70,86,"4,274",298,294,280,300,278,280,275,280,337,279,280,281,233,278,301,"4,291",0,"1,360",986,"1,039",906,12,5,3,4,0,8,"21,825"
25-May-12,"3,290","3,106","3,159","2,121","1,576",92,86,77,92,89,83,85,91,93,79,91,84,194,95,88,70,87,"4,272",298,293,280,300,278,278,274,281,337,279,280,281,233,278,302,"4,290",0,"1,361",986,"1,039",904,12,5,3,4,0,7,"21,833"
26-May-12,"3,291","3,102","3,156","2,121","1,576",92,86,77,92,89,83,85,91,93,79,91,84,194,95,88,70,87,"4,272",298,293,280,300,278,278,274,281,337,279,280,281,233,278,302,"4,290",0,"1,361",986,"1,039",904,12,5,3,4,0,7,"21,827"
27-May-12,"3,292","3,104","3,156","2,121","1,566",90,86,74,92,89,83,85,91,93,78,90,83,192,95,88,70,87,"4,268",298,293,280,299,278,278,274,280,337,279,280,281,233,278,300,"4,287",0,"1,360",986,"1,038",903,13,6,3,4,0,6,"21,813"
