Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,233","2,306","2,177","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,241"
1-Jan-06,"4,353","3,095","2,127","1,485","1,776",91,101,96,102,101,102,99,101,101,92,87,85,225,97,102,95,99,"3,021",294,250,277,280,274,250,278,280,280,280,278,"4,797",972,846,994,127,920,938,18,4,6,8,5,6,"20,683"
2-Jan-06,"4,352","3,095","2,128","1,485","1,773",91,101,94,102,101,102,99,101,101,91,87,85,225,97,102,95,99,"3,021",294,250,277,280,274,250,278,280,280,280,278,"4,796",971,846,994,127,920,938,18,4,6,8,5,5,"20,678"
3-Jan-06,"4,330","3,119","2,128","1,488","1,773",92,101,93,102,101,102,99,101,101,91,87,85,226,97,102,94,99,"3,035",294,265,276,280,274,250,278,280,280,280,278,"4,792",969,845,994,127,920,937,18,4,6,8,5,3,"20,691"
4-Jan-06,"4,340","3,127","2,138","1,491","1,758",92,101,92,91,101,102,99,101,100,90,87,85,226,96,102,96,97,"3,037",294,272,275,279,272,249,279,280,278,280,279,"4,782",961,845,994,127,918,937,18,4,6,8,5,3,"20,699"
5-Jan-06,"4,361","3,128","2,123","1,500","1,761",92,101,94,90,101,102,99,101,101,92,86,84,226,95,99,98,100,"3,042",294,278,279,279,268,249,279,280,277,280,279,"4,781",961,845,992,128,924,931,17,4,5,8,5,3,"20,721"
6-Jan-06,"4,355","3,136","2,112","1,512","1,737",92,88,94,90,100,102,98,100,101,83,84,85,225,95,101,99,100,"3,044",292,278,279,280,273,249,279,280,277,279,278,"4,779",970,845,991,128,919,926,18,4,5,9,5,20,"20,718"
7-Jan-06,"4,355","3,136","2,112","1,512","1,737",92,88,94,90,100,102,98,100,101,83,84,85,225,95,101,99,100,"3,044",292,278,279,280,273,249,279,280,277,279,278,"4,779",970,845,991,128,919,926,18,4,5,9,5,21,"20,719"
8-Jan-06,"4,352","3,134","2,110","1,512","1,733",92,88,93,90,100,102,97,100,101,83,82,85,225,95,101,99,100,"3,040",292,277,278,280,273,249,279,280,275,279,278,"4,775",969,843,991,128,918,926,18,4,5,9,5,20,"20,699"
9-Jan-06,"4,340","3,132","2,109","1,574","1,749",91,96,93,94,99,102,97,100,101,92,82,85,225,95,98,99,100,"3,044",293,279,278,280,272,249,279,280,276,280,278,"4,773",969,843,991,128,916,926,14,4,5,5,5,3,"20,743"
