Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"5,768","3,233","2,214","2,176","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750","1,000","1,000",750,"1,000",24,6,12,6,6,,"21,737"
27-Nov-03,"5,654","3,105","2,104","1,958","1,494",89,69,93,70,64,72,75,99,102,90,40,68,213,93,85,72,100,"2,746",250,249,248,250,249,250,250,250,250,250,250,"3,436",728,992,725,991,16,6,7,3,6,7,"20,526"
28-Nov-03,"5,647","3,107","2,104","1,960","1,494",89,69,93,70,64,72,75,99,102,90,40,68,213,93,85,72,100,"2,746",250,249,248,250,249,250,250,250,250,250,250,"3,434",728,991,725,990,16,6,7,3,6,3,"20,517"
29-Nov-03,"5,646","3,107","2,104","1,960","1,493",89,69,93,70,64,72,74,99,102,90,40,68,213,93,85,72,100,"2,746",250,249,248,250,249,250,250,250,250,250,250,"3,432",728,991,724,989,16,6,7,3,6,2,"20,512"
30-Nov-03,"5,645","3,105","2,102","1,960","1,492",89,69,93,70,64,72,74,99,102,90,40,68,212,93,85,72,100,"2,745",250,249,248,250,248,250,250,250,250,250,250,"3,432",728,991,724,989,16,6,7,3,6,3,"20,506"
