date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665",42,"3,282","2,020","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,937"
1-Feb-14,"3,300","3,132",36,"3,187","2,109","1,214",88,63,59,47,57,62,59,56,57,77,84,81,203,82,56,36,47,"4,356",299,364,272,300,278,275,274,278,343,269,280,279,287,265,293,"4,373",0,"1,200",999,"1,287",887,9,4,2,3,0,0,"21,716"
2-Feb-14,"3,300","3,128",36,"3,185","2,109","1,214",88,63,59,47,57,62,59,56,57,77,84,81,203,82,56,36,47,"4,352",299,364,272,300,277,275,274,277,343,269,279,279,286,265,293,"4,372",0,"1,199",999,"1,287",887,9,4,2,3,0,0,"21,705"
3-Feb-14,"3,318","3,127",36,"3,185","2,068","1,210",85,63,58,47,59,62,61,55,55,77,85,80,203,81,56,36,47,"4,354",299,361,271,298,277,279,274,279,340,267,279,279,286,265,300,"4,363",0,"1,195",998,"1,285",885,9,4,2,3,0,0,"21,670"
4-Feb-14,"3,319","3,127",36,"3,195","2,051","1,220",85,66,60,48,64,62,58,55,54,76,85,88,203,80,56,35,45,"4,357",299,365,271,297,277,279,274,275,350,267,278,278,286,265,296,"4,363",0,"1,194",998,"1,286",885,8,4,1,3,0,0,"21,676"
5-Feb-14,"3,332","3,073",36,"3,216","2,028","1,236",84,66,60,49,64,61,58,55,54,76,85,88,203,86,59,43,45,"4,391",296,367,279,297,280,279,273,275,349,278,278,278,286,278,298,"4,366",0,"1,194",997,"1,285",890,8,4,1,3,0,0,"21,686"
6-Feb-14,"3,326","3,077",36,"3,214","2,010","1,246",84,66,59,49,63,62,53,56,54,76,87,91,205,85,60,43,53,"4,399",300,365,278,296,279,275,273,282,349,279,280,280,286,278,299,"4,376",0,"1,198",997,"1,293",888,8,4,1,3,0,0,"21,692"
7-Feb-14,"3,322","3,045",36,"3,204","2,006","1,231",88,64,56,53,61,60,53,56,56,74,86,90,199,85,57,41,52,"4,419",300,367,278,300,275,277,274,281,354,280,278,280,296,278,301,"4,371",0,"1,199","1,000","1,284",888,10,4,3,3,0,0,"21,644"
8-Feb-14,"3,321","3,046",36,"3,203","2,006","1,230",88,64,56,53,61,60,53,56,55,74,86,90,199,85,57,41,52,"4,413",299,367,278,300,275,276,273,280,354,280,277,280,295,278,301,"4,369",0,"1,199","1,000","1,283",887,10,4,3,3,0,0,"21,634"
9-Feb-14,"3,316","3,046",36,"3,203","2,006","1,229",88,64,56,53,61,60,53,56,55,74,86,89,199,85,57,41,52,"4,411",299,367,278,299,275,276,273,279,354,280,277,280,295,278,301,"4,369",0,"1,199","1,000","1,283",887,10,4,3,3,0,0,"21,626"
