Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,730","3,219","2,306","2,240","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,028",294,250,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,461"
1-Oct-05,"4,330","3,212","2,217","1,605","1,602",85,90,88,84,87,91,78,98,87,81,74,81,215,101,89,81,92,"2,985",293,250,279,278,271,250,280,278,277,280,249,"4,853",967,865,994,128,916,983,12,4,6,2,5,46,"20,867"
2-Oct-05,"4,330","3,210","2,216","1,605","1,601",85,90,88,84,87,91,78,98,86,82,72,81,215,101,89,81,93,"2,983",292,250,279,278,271,250,280,278,277,279,249,"4,852",967,865,993,128,916,983,12,4,6,2,5,44,"20,858"
3-Oct-05,"4,342","3,164","2,228","1,656","1,661",92,93,91,92,88,93,88,99,87,83,73,84,225,101,92,86,94,"2,968",290,250,278,278,269,248,278,277,277,279,244,"4,843",962,863,993,128,915,982,12,4,6,2,5,4,"20,883"
4-Oct-05,"4,343","3,185","2,206","1,615","1,657",92,93,90,91,88,92,86,99,86,88,73,83,224,101,92,86,93,"2,987",293,249,279,280,270,248,280,280,280,279,249,"4,851",967,862,995,128,914,985,12,4,6,2,5,5,"20,866"
5-Oct-05,"4,355","3,202","2,204","1,636","1,650",92,93,91,90,88,91,85,99,84,88,70,83,224,101,92,86,93,"2,985",294,247,279,280,270,250,280,278,279,280,248,"4,844",965,860,994,128,913,984,12,4,6,2,5,0,"20,893"
6-Oct-05,"4,360","3,206","2,202","1,629","1,652",92,93,90,89,94,91,84,99,88,87,69,81,224,101,96,86,88,"2,988",294,248,279,279,274,250,280,279,277,280,248,"4,841",969,870,994,127,908,973,11,4,5,2,5,7,"20,901"
7-Oct-05,"4,355","3,189","2,215","1,640","1,564",87,83,88,84,89,85,77,92,83,80,67,77,219,96,90,85,82,"2,990",294,249,280,278,271,250,279,280,280,280,249,"4,844",970,869,991,127,916,971,10,4,4,2,5,86,"20,898"
8-Oct-05,"4,355","3,189","2,215","1,640","1,564",87,83,88,84,89,85,77,92,83,80,67,77,219,96,90,85,82,"2,990",294,249,280,278,271,250,279,280,280,280,249,"4,844",970,869,991,127,916,971,10,4,4,2,5,87,"20,899"
9-Oct-05,"4,350","3,187","2,214","1,640","1,559",87,82,87,84,89,84,77,91,84,80,67,77,217,96,90,85,82,"2,984",294,249,279,278,270,250,278,279,280,278,249,"4,842",970,868,990,127,916,971,10,4,4,2,5,85,"20,876"
10-Oct-05,"4,354","3,186","2,223","1,631","1,644",92,90,89,90,93,89,83,99,87,87,69,82,221,99,95,87,92,"2,982",293,249,277,278,270,249,280,279,279,279,249,"4,840",967,865,995,127,916,970,11,4,5,2,5,6,"20,882"
11-Oct-05,"4,365","3,166","2,221","1,645","1,655",92,94,90,89,92,87,83,98,96,87,69,82,221,100,95,87,93,"2,984",293,250,277,278,269,249,280,280,280,279,249,"4,836",967,865,995,128,913,968,11,4,5,2,5,4,"20,892"
12-Oct-05,"4,357","3,166","2,243","1,628","1,649",90,95,90,89,91,87,82,98,94,87,69,81,220,98,100,86,92,"2,986",291,249,278,280,273,248,280,280,280,278,249,"4,834",971,865,995,128,910,965,11,4,5,2,5,4,"20,883"
13-Oct-05,"4,371","3,149","2,220","1,642","1,657",92,95,90,88,91,87,81,99,95,90,69,81,218,98,100,86,97,"3,001",291,249,280,280,270,249,279,279,280,280,264,"4,837",970,867,992,128,910,970,11,4,5,2,5,5,"20,898"
