Location,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"2,006","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,737"
10-Sep-15,"3,117",84,"2,539",27,111,"2,645",98,"1,099","1,168",89,73,51,46,51,50,0,74,59,68,80,60,180,93,76,53,65,"4,166",292,343,255,300,272,279,262,255,339,265,267,280,212,272,273,"3,851",0,"1,125","1,001",892,833,13,4,6,3,"18,918"
11-Sep-15,"3,116",83,"2,538",26,110,"2,644",97,"1,104","1,164",88,72,50,45,51,50,0,74,59,68,80,60,180,93,76,53,65,"4,166",292,343,255,300,272,279,262,255,339,265,267,280,212,272,273,"3,751",0,"1,125","1,001",792,833,13,4,6,3,"18,812"
12-Sep-15,"3,116",83,"2,538",26,110,"2,644",97,"1,105","1,158",88,72,50,45,50,49,0,73,58,67,79,60,180,93,76,53,65,"4,166",292,343,255,300,272,279,262,255,339,265,267,280,212,272,273,"3,751",0,"1,125","1,001",792,833,13,4,6,3,"18,807"
13-Sep-15,"3,116",83,"2,538",26,110,"2,644",97,"1,105","1,153",88,72,50,45,50,49,0,73,58,67,79,59,180,92,75,52,64,"4,165",291,343,255,300,272,279,262,255,339,265,267,280,212,272,273,"3,751",0,"1,125","1,001",792,833,13,4,6,3,"18,801"
14-Sep-15,"3,110",91,"2,554",27,128,"2,658",94,"1,127","1,169",90,72,50,47,50,49,0,77,59,68,80,63,180,93,74,51,66,"4,127",290,340,244,299,268,274,262,257,337,261,265,279,212,271,268,"3,746",0,"1,121",997,800,828,12,5,6,1,"18,843"
15-Sep-15,"3,109",90,"2,554",27,128,"2,658",94,"1,154","1,169",90,72,50,47,50,49,0,77,59,68,80,63,180,93,74,51,66,"4,127",290,340,244,299,268,274,262,257,337,261,265,279,212,271,268,"3,746",0,"1,121",997,800,828,12,5,6,1,"18,868"
16-Sep-15,"3,109",90,"2,555",28,129,"2,659",95,"1,169","1,184",91,73,51,48,51,50,0,78,60,69,81,64,180,94,75,52,67,"4,142",291,341,246,300,269,275,263,258,338,262,266,280,212,272,269,"3,750",0,"1,122",998,801,829,14,6,7,1,"18,924"
17-Sep-15,"3,109",90,"2,555",28,129,"2,659",95,"1,169","1,184",91,73,51,48,51,50,0,78,60,69,81,64,180,94,75,52,67,"4,142",291,341,246,300,269,275,263,258,338,262,266,280,212,272,269,"3,750",0,"1,122",998,801,829,14,6,7,1,"18,924"
18-Sep-15,"3,109",90,"2,555",28,129,"2,659",95,"1,180","1,177",91,73,51,48,51,50,0,78,60,68,80,63,180,93,74,51,66,"4,125",290,340,245,299,268,274,262,254,337,261,265,279,212,271,268,"3,746",0,"1,121",997,800,828,12,6,6,0,"18,905"
