date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
21-Jun-19,"3,221","3,844",30,0,"2,642","1,305","1,070",0,0,81,310,67,35,48,0,0,0,0,78,51,83,73,147,11,29,0,0,0,57,0,"4,284",296,288,273,310,340,274,303,277,350,274,280,279,163,275,302,"3,157",0,"1,244",998,0,915,6,0,4,2,22,3,16,2,0,1,"19,581"
22-Jun-19,"3,220","3,845",30,0,"2,642","1,305","1,070",0,0,81,310,67,35,49,0,0,0,0,78,51,83,73,147,11,28,0,0,0,57,0,"4,283",296,288,273,310,339,274,303,277,350,274,280,279,163,275,302,"3,157",0,"1,244",998,0,915,7,0,4,3,21,3,16,2,0,0,"19,580"
23-Jun-19,"3,220","3,844",30,0,"2,642","1,305","1,066",0,0,81,308,67,35,49,0,0,0,0,78,51,83,73,147,11,26,0,0,0,57,0,"4,279",295,288,273,309,339,274,303,277,350,273,280,279,163,274,302,"3,157",0,"1,244",998,0,915,7,0,4,3,21,3,16,2,0,0,"19,571"
24-Jun-19,"3,228","3,803",30,0,"2,648","1,331","1,080",0,0,82,314,68,36,51,0,0,0,0,79,52,83,74,149,11,24,0,0,0,57,0,"4,277",296,287,272,309,338,278,302,277,349,274,280,280,163,274,298,"3,152",0,"1,241",998,0,913,7,0,5,3,30,3,25,2,0,0,"19,586"
25-Jun-19,"3,217","3,764",28,0,"2,647","1,309","1,070",0,0,82,308,65,36,51,0,0,0,0,78,51,83,74,151,11,23,0,0,0,57,0,"4,302",300,291,275,309,341,278,302,280,348,276,279,280,170,276,297,"3,167",0,"1,256",998,0,913,8,0,5,3,30,3,25,2,0,0,"19,542"
26-Jun-19,"3,238","3,757",28,0,"2,656","1,297","1,085",0,0,82,318,70,36,51,0,0,0,0,78,52,83,75,149,11,23,0,0,0,57,0,"4,307",300,291,275,309,339,278,300,280,348,283,279,280,169,276,300,"3,162",0,"1,252",997,0,913,8,0,5,3,31,3,25,2,0,1,"19,569"
27-Jun-19,"3,225","3,760",28,0,"2,649","1,330","1,079",0,0,82,315,70,35,51,0,0,0,0,78,52,83,74,149,11,23,0,0,0,56,0,"4,299",300,291,275,309,339,278,299,280,344,282,279,280,169,275,299,"3,158",0,"1,253",997,0,908,8,0,5,3,30,3,25,2,0,0,"19,566"
28-Jun-19,"3,223","3,752",28,0,"2,654","1,321","1,065",0,0,81,314,70,35,51,0,0,0,0,76,52,80,73,144,11,23,0,0,0,55,0,"4,316",299,294,273,310,329,278,319,280,351,281,279,280,169,275,299,"3,163",0,"1,254","1,000",0,909,8,0,6,2,29,1,25,2,0,1,"19,559"
29-Jun-19,"3,223","3,754",28,0,"2,654","1,321","1,063",0,0,81,312,70,35,51,0,0,0,0,76,52,80,73,144,11,23,0,0,0,55,0,"4,313",299,294,273,310,329,278,318,280,351,280,279,279,169,275,299,"3,162",0,"1,253","1,000",0,909,8,0,6,2,29,1,25,2,0,1,"19,555"
30-Jun-19,"3,223","3,755",28,0,"2,655","1,321","1,060",0,0,81,310,70,35,51,0,0,0,0,76,52,80,73,144,11,22,0,0,0,55,0,"4,302",299,294,273,310,328,278,316,279,350,279,279,279,166,274,298,"3,160",0,"1,251","1,000",0,909,8,0,6,2,29,1,25,2,0,1,"19,541"
Avg Population,"3,224",3797,28,0,2651,1322,1073,0,0,79,313,71,44,49,0,0,0,0,72,52,83,67,148,11,27,0,0,0,57,0,4293,299,292,276,308,336,278,307,279,349,276,279,279,161,274,298,3169,0,1250,998,0,922,8,0,5,3,25,4,19,2,0,1,19590
