date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,816","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
19-Nov-12,"3,364","3,337","3,168","2,254","1,495",89,72,65,74,71,68,70,72,91,74,92,89,251,97,73,45,102,"4,352",300,366,278,299,279,280,274,280,339,280,279,280,239,280,299,"4,273",0,"1,167",997,"1,204",905,15,5,6,4,0,10,"22,268"
20-Nov-12,"3,371","3,342","3,178","2,281","1,505",90,76,70,72,72,68,69,71,89,77,93,90,252,97,71,46,102,"4,349",300,365,278,298,280,280,274,280,340,279,279,280,238,280,298,"4,274",0,"1,165","1,000","1,205",904,15,5,6,4,0,10,"22,325"
21-Nov-12,"3,367","3,328","3,174","2,310","1,508",92,76,71,72,72,67,68,71,89,77,92,90,251,97,70,52,101,"4,354",300,364,279,300,280,278,275,280,341,277,280,280,240,280,300,"4,264",0,"1,158","1,000","1,202",904,15,5,6,4,0,8,"22,328"
22-Nov-12,"3,365","3,326","3,174","2,312","1,508",92,76,71,72,72,67,68,71,89,77,92,90,251,97,70,52,101,"4,346",297,364,279,300,279,276,274,280,341,277,280,280,240,280,299,"4,264",0,"1,158","1,000","1,202",904,15,5,6,4,0,10,"22,320"
23-Nov-12,"3,364","3,325","3,172","2,313","1,508",92,76,70,72,72,67,68,71,89,77,92,91,251,97,70,52,101,"4,341",297,364,279,299,279,276,273,280,340,276,280,280,239,280,299,"4,261",0,"1,158",999,"1,200",904,14,5,5,4,0,13,"22,311"
24-Nov-12,"3,368","3,331","3,171","2,313","1,496",91,76,70,72,72,67,68,71,84,77,91,87,251,96,70,52,101,"4,340",297,364,279,299,278,276,273,280,340,276,280,280,239,280,299,"4,260",0,"1,158",999,"1,199",904,14,5,5,4,0,14,"22,307"
25-Nov-12,"3,367","3,329","3,170","2,313","1,495",91,76,70,71,72,67,68,71,84,77,91,87,251,96,70,52,101,"4,338",297,364,279,299,278,275,273,280,340,276,280,279,239,280,299,"4,260",0,"1,158",999,"1,199",904,14,5,5,4,0,12,"22,298"
26-Nov-12,"3,366","3,347","3,174","2,298","1,484",90,75,68,71,72,63,67,71,84,77,90,87,251,96,70,52,100,"4,350",297,369,280,299,278,278,274,280,339,278,280,279,239,280,300,"4,250",0,"1,150",999,"1,197",904,14,5,5,4,0,9,"22,292"
27-Nov-12,"3,369","3,354","3,177","2,293","1,478",91,74,66,72,71,63,67,71,83,76,90,93,251,96,70,52,92,"4,353",297,366,280,299,280,279,274,280,339,280,280,280,239,280,300,"4,244",0,"1,148",999,"1,194",903,14,5,5,4,0,11,"22,293"
