Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,704","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000","1,000","1,000",16,6,6,4,6,0,"23,030"
10-Aug-08,"4,188","3,765","3,096","2,048","1,703",86,97,88,97,95,95,98,99,96,88,84,93,216,98,82,92,99,"3,080",293,280,278,280,274,280,280,279,279,280,277,"4,825",969,888,998,978,992,12,5,4,3,4,35,"22,756"
11-Aug-08,"4,182","3,743","3,104","2,064","1,693",88,93,85,96,93,97,99,96,96,82,87,89,217,99,85,92,99,"3,076",292,280,278,280,273,279,280,280,277,280,277,"4,822",970,888,999,976,989,13,6,4,3,4,9,"22,710"
12-Aug-08,"4,190","3,745","3,093","2,081","1,701",88,93,84,99,93,97,98,95,102,81,88,90,217,99,85,92,100,"3,075",294,280,279,279,272,277,280,280,277,280,277,"4,825",970,891,998,978,988,13,6,4,3,4,9,"22,736"
13-Aug-08,"4,206","3,732","3,094","2,068","1,721",89,95,87,100,93,97,98,98,102,87,88,89,216,99,91,92,100,"3,071",293,280,277,280,269,277,280,280,278,280,277,"4,840",971,892,"1,000",983,994,13,6,4,3,4,8,"22,757"
14-Aug-08,"4,209","3,768","3,096","2,047","1,726",89,95,87,99,91,95,98,98,102,87,88,89,226,99,91,92,100,"3,072",293,280,276,280,271,277,280,280,277,278,280,"4,826",965,891,998,980,992,13,6,4,3,4,8,"22,769"
15-Aug-08,"4,176","3,718","3,110","2,071","1,741",87,97,86,96,98,93,98,96,101,83,88,86,229,102,101,99,101,"3,075",294,280,279,280,274,280,279,279,278,279,273,"4,831",969,891,"1,000",980,991,13,6,4,3,4,29,"22,768"
16-Aug-08,"4,176","3,717","3,109","2,071","1,736",87,96,86,96,97,93,96,96,101,83,87,86,229,102,101,99,101,"3,074",294,280,279,280,274,280,279,278,278,279,273,"4,825",968,891,"1,000",976,990,13,6,4,3,4,30,"22,755"
17-Aug-08,"4,176","3,714","3,110","2,071","1,735",87,96,86,96,97,93,96,96,101,83,86,86,229,102,101,99,101,"3,073",294,280,279,280,274,279,279,278,278,279,273,"4,823",967,890,"1,000",976,990,13,6,4,3,4,31,"22,750"
18-Aug-08,"4,185","3,719","3,106","2,091","1,746",88,97,85,98,99,95,96,97,101,84,86,88,231,102,101,98,100,"3,075",293,280,279,280,273,279,277,278,280,280,276,"4,818",967,889,"1,000",974,988,13,6,4,3,4,11,"22,768"
