Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,630","3,233","2,226","2,247","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,834",250,250,250,250,274,250,250,280,250,280,250,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,108"
14-Jul-05,"4,595","3,089","2,198","1,675","1,698",91,98,95,88,94,95,95,100,102,87,85,73,216,88,99,91,101,"2,748",250,250,250,250,251,250,250,248,249,250,250,"4,851",972,874,995,128,896,986,14,5,5,4,5,4,"20,877"
15-Jul-05,"4,597","3,077","2,183","1,695","1,628",84,97,89,83,90,85,90,97,101,88,81,72,209,86,92,88,96,"2,745",250,249,250,250,249,250,249,249,249,250,250,"4,843",967,874,989,128,898,987,14,5,5,4,5,74,"20,861"
16-Jul-05,"4,594","3,076","2,181","1,695","1,627",84,97,89,83,90,85,90,97,101,88,81,72,209,86,91,88,96,"2,744",250,249,250,250,249,250,249,248,249,250,250,"4,842",966,874,989,128,898,987,14,5,5,4,5,75,"20,853"
17-Jul-05,"4,592","3,074","2,181","1,695","1,623",84,96,89,83,90,85,89,97,101,88,81,71,209,85,91,88,96,"2,744",250,249,250,250,249,250,249,248,249,250,250,"4,837",965,874,989,128,895,986,14,5,5,4,5,76,"20,841"
18-Jul-05,"4,582","3,038","2,189","1,731","1,690",91,100,95,88,91,95,93,99,102,89,85,71,217,88,99,89,98,"2,743",248,249,250,250,249,250,249,250,248,250,250,"4,872",966,874,988,128,923,993,14,5,5,4,5,3,"20,867"
19-Jul-05,"4,586","3,025","2,192","1,745","1,689",91,100,94,88,91,95,93,99,102,89,82,71,216,93,99,88,98,"2,744",248,249,250,250,249,250,250,250,248,250,250,"4,876",964,875,993,128,922,994,12,3,5,4,5,2,"20,876"
20-Jul-05,"4,586","3,033","2,188","1,749","1,694",92,101,94,87,91,95,93,102,102,89,82,71,215,92,99,88,101,"2,746",249,250,250,250,248,250,250,250,250,250,249,"4,875",968,875,992,127,920,993,12,3,5,4,5,1,"20,889"
21-Jul-05,"4,582","3,051","2,184","1,782","1,693",92,100,92,88,91,95,90,102,102,89,82,71,216,93,102,87,101,"2,764",249,250,249,250,269,249,250,250,250,249,249,"4,875",969,875,995,127,916,993,12,3,5,4,5,3,"20,951"
22-Jul-05,"4,575","3,040","2,137","1,771","1,656",87,99,93,86,89,93,95,98,98,83,78,68,212,94,100,87,96,"2,764",250,250,246,250,272,249,250,250,250,248,249,"4,868",971,873,995,127,915,987,11,3,4,4,5,56,"20,883"
23-Jul-05,"4,569","3,037","2,136","1,771","1,652",86,99,93,86,89,93,95,98,98,83,77,68,210,94,100,87,96,"2,762",250,248,246,250,272,249,250,250,250,248,249,"4,864",971,872,994,127,915,985,11,3,4,4,5,57,"20,864"
24-Jul-05,"4,567","3,036","2,133","1,771","1,652",86,99,93,86,89,93,95,98,98,83,77,68,210,94,100,87,96,"2,761",250,247,246,250,272,249,250,250,250,248,249,"4,860",970,871,993,127,915,984,11,3,4,4,5,58,"20,854"
25-Jul-05,"4,577","2,999","2,148","1,774","1,699",91,99,94,87,94,94,96,102,101,90,81,69,212,99,101,87,102,"2,758",250,250,246,249,269,250,249,250,248,248,249,"4,866",974,871,995,127,920,979,10,3,3,4,5,6,"20,842"
26-Jul-05,"4,581","3,006","2,147","1,744","1,717",91,99,94,90,94,94,95,102,101,88,81,75,218,98,100,97,100,"2,764",247,250,249,249,269,250,247,258,249,246,250,"4,876",974,875,991,127,925,984,10,3,3,4,5,7,"20,857"
