Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,515","3,164","1,589","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,725"
19-Dec-07,"4,350","3,501","3,094","1,798","1,823",92,102,95,99,101,99,101,102,102,91,87,91,255,102,102,100,102,"3,067",293,280,279,280,265,281,280,280,275,276,278,"4,789",967,877,999,0,953,993,12,5,4,3,5,9,"22,448"
20-Dec-07,"4,352","3,512","3,076","1,769","1,829",92,102,93,102,101,101,101,102,102,92,87,91,255,102,102,102,102,"3,075",294,280,279,280,271,281,280,280,276,276,278,"4,786",970,879,998,0,946,993,12,5,4,3,5,5,"22,421"
21-Dec-07,"4,352","3,454","3,086","1,794","1,827",92,100,93,102,100,101,101,102,102,91,89,91,255,102,102,102,102,"3,082",294,280,279,280,272,280,280,280,277,280,280,"4,796",968,879,"1,000",0,954,995,12,5,4,3,5,4,"22,412"
22-Dec-07,"4,345","3,451","3,083","1,794","1,824",92,100,92,102,100,101,101,102,102,91,89,91,255,102,101,101,102,"3,079",294,280,279,280,272,280,280,279,277,279,279,"4,792",967,879,"1,000",0,954,992,12,5,4,3,5,4,"22,389"
23-Dec-07,"4,344","3,449","3,082","1,794","1,822",92,100,92,102,100,101,101,102,102,91,89,91,254,102,101,100,102,"3,078",294,280,279,280,272,280,280,279,277,278,279,"4,789",967,879,999,0,954,990,12,5,4,3,5,4,"22,379"
24-Dec-07,"4,340","3,444","3,077","1,795","1,819",92,100,92,102,100,101,101,102,102,90,89,91,253,102,100,100,102,"3,076",294,280,279,280,272,280,280,279,276,278,278,"4,788",967,879,998,0,954,990,12,5,4,3,5,4,"22,360"
25-Dec-07,"4,337","3,444","3,077","1,795","1,816",91,100,91,102,100,101,101,102,102,90,89,91,253,102,99,100,102,"3,074",294,280,279,280,272,280,279,279,276,278,277,"4,787",966,879,998,0,954,990,12,5,4,3,5,3,"22,350"
26-Dec-07,"4,340","3,470","3,082","1,768","1,813",91,100,92,102,98,101,98,102,102,90,89,91,255,102,98,100,102,"3,073",291,279,279,280,272,280,280,280,276,278,278,"4,788",968,879,"1,000",0,954,987,12,5,4,3,5,4,"22,355"
27-Dec-07,"4,339","3,490","3,073","1,767","1,827",91,102,95,102,102,101,98,102,101,89,91,91,255,102,101,102,102,"3,075",291,278,280,280,272,279,280,280,280,275,280,"4,793",971,878,998,0,952,994,12,5,4,3,5,8,"22,389"
