Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,315","1,846","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,096"
10-Oct-06,"4,523","3,265","2,211","1,862","1,787",92,100,96,101,99,102,101,102,100,90,87,91,224,100,101,101,100,"3,072",294,279,277,280,274,273,279,280,280,276,280,"4,861",972,855,994,128,946,966,15,6,6,3,5,3,"21,604"
11-Oct-06,"4,521","3,292","2,234","1,880","1,786",92,101,96,99,99,102,100,102,102,90,87,91,225,100,101,100,99,"3,067",293,278,277,280,272,272,280,280,280,276,279,"4,844",973,853,994,128,940,956,15,6,6,3,5,3,"21,647"
12-Oct-06,"4,519","3,304","2,232","1,879","1,776",91,101,96,98,97,102,98,102,102,89,86,90,226,100,101,100,97,"3,066",293,279,276,280,273,272,279,280,279,276,279,"4,846",970,852,995,128,945,956,15,6,6,3,5,4,"21,646"
13-Oct-06,"4,536","3,312","2,229","1,864","1,704",84,96,92,94,89,97,93,95,98,80,84,90,223,100,98,97,94,"3,056",288,279,273,280,271,271,280,280,279,276,279,"4,847",970,851,995,127,948,956,14,5,6,3,5,77,"21,644"
14-Oct-06,"4,533","3,307","2,229","1,864","1,699",84,96,92,93,88,97,92,94,98,80,84,90,222,100,98,97,94,"3,053",287,279,273,280,269,271,280,280,279,276,279,"4,846",970,850,995,127,948,956,14,5,6,3,5,77,"21,627"
15-Oct-06,"4,530","3,305","2,226","1,864","1,698",84,96,90,93,88,98,92,94,98,80,84,90,222,100,98,97,94,"3,053",288,279,273,280,269,271,280,280,279,275,279,"4,842",969,849,994,127,947,956,14,5,6,3,5,76,"21,613"
16-Oct-06,"4,537","3,272","2,234","1,848","1,773",91,102,94,98,95,100,98,102,102,87,86,90,223,101,102,100,102,"3,069",290,279,277,280,271,274,280,280,280,280,278,"4,856",970,849,997,127,946,967,15,6,6,3,5,6,"21,615"
17-Oct-06,"4,531","3,274","2,240","1,860","1,763",91,102,93,97,95,100,98,102,102,85,85,86,224,100,102,100,101,"3,075",292,279,278,280,273,274,279,280,280,280,280,"4,864",970,850,997,128,945,974,15,6,6,3,5,6,"21,633"
18-Oct-06,"4,531","3,305","2,250","1,843","1,762",91,102,94,97,95,100,98,102,102,85,85,86,223,100,102,99,101,"3,075",291,279,280,280,272,273,280,280,280,280,280,"4,865",971,853,996,128,946,971,15,6,6,3,5,5,"21,656"
