Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,898","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,324"
1-Feb-09,"4,094","3,491","3,127","1,718","1,727",83,98,93,99,102,100,89,96,100,90,85,83,244,87,93,92,93,"2,940",279,268,266,272,259,266,266,266,267,264,267,"5,489",952,"1,359",982,"1,221",975,13,4,6,3,6,47,"22,652"
2-Feb-09,"4,092","3,507","3,122","1,727","1,763",82,98,94,101,102,99,96,92,100,92,87,85,251,100,96,93,95,"2,938",280,268,266,272,259,265,265,266,267,264,266,"5,494",956,"1,361",982,"1,220",975,13,4,6,3,6,9,"22,671"
3-Feb-09,"4,100","3,524","3,126","1,734","1,762",82,98,92,101,102,99,94,92,99,91,87,84,252,101,96,93,99,"2,940",280,268,266,272,259,265,266,266,267,265,266,"5,498",956,"1,361",981,"1,223",977,13,4,6,3,6,7,"22,710"
4-Feb-09,"4,097","3,527","3,134","1,699","1,750",81,98,91,100,102,98,89,90,98,90,88,83,251,101,94,99,97,"2,939",279,268,266,272,259,266,265,266,267,265,266,"5,499",958,"1,360",982,"1,222",977,12,3,6,3,6,7,"22,670"
5-Feb-09,"4,088","3,538","3,129","1,705","1,745",80,97,91,99,102,98,88,91,102,90,88,82,248,100,93,99,97,"2,935",279,266,266,270,259,266,266,264,267,266,266,"5,478",957,"1,364",981,"1,201",975,12,3,6,3,6,7,"22,643"
6-Feb-09,"4,084","3,565","3,134","1,686","1,697",75,95,88,96,100,97,87,86,100,84,87,79,244,97,89,96,97,"2,935",276,266,266,272,260,266,266,265,266,266,266,"5,452",955,"1,363",983,"1,178",973,11,2,6,3,6,59,"22,629"
7-Feb-09,"4,081","3,565","3,133","1,686","1,692",75,95,87,96,100,97,85,86,100,84,86,78,244,97,89,96,97,"2,935",276,266,266,272,260,266,266,265,266,266,266,"5,450",955,"1,363",983,"1,177",972,11,2,6,3,6,61,"22,620"
8-Feb-09,"4,079","3,566","3,133","1,686","1,692",75,95,87,96,100,96,85,86,100,85,86,79,244,97,89,96,96,"2,934",276,265,266,272,260,266,266,265,266,266,266,"5,449",954,"1,363",983,"1,177",972,11,2,6,3,6,58,"22,614"
9-Feb-09,"4,073","3,592","3,125","1,686","1,732",79,96,88,98,101,95,87,91,102,89,87,82,248,100,94,99,96,"2,927",279,264,266,266,259,264,266,265,266,266,266,"5,469",955,"1,362",983,"1,196",973,12,3,6,3,6,12,"22,634"
