Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,668","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,468"
28-Feb-12,"3,236","3,074","3,162","2,247","1,414",91,69,71,82,80,84,55,75,86,77,83,81,184,76,76,66,78,"4,257",297,295,280,297,277,280,273,277,339,279,280,280,225,280,298,"4,171",0,"1,320","1,000",968,883,12,6,3,3,0,9,"21,582"
29-Feb-12,"3,250","3,055","3,163","2,220","1,455",91,69,77,85,80,83,67,75,91,76,90,81,184,76,76,71,83,"4,255",300,293,279,298,278,280,272,278,334,280,280,279,228,278,298,"4,184",0,"1,322","1,000",972,890,12,6,3,3,0,10,"21,604"
Avg Population,"3,236","3,076","3,156","2,181","1,364",91,66,76,80,82,82,64,75,86,74,52,60,176,82,72,66,81,"4,268",298,294,279,298,278,280,273,279,339,280,280,279,233,279,299,"4,166",0,"1,321",999,962,885,11,5,3,3,0,21,"21,479"
