date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,492","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,585"
1-May-10,"3,634","3,262","3,117","1,637","1,598",63,93,76,90,84,82,92,75,100,83,69,92,246,92,83,86,92,"2,524",232,224,222,223,220,225,283,224,225,223,223,"5,296",900,"1,350",900,"1,197",949,8,3,3,2,6,29,"21,111"
2-May-10,"3,634","3,262","3,116","1,637","1,597",63,93,76,89,84,82,92,75,100,83,69,92,246,92,83,86,92,"2,523",232,224,222,223,220,225,282,224,225,223,223,"5,295",900,"1,349",900,"1,197",949,8,3,3,2,6,30,"21,108"
3-May-10,"3,630","3,271","3,113","1,625","1,608",68,95,77,89,82,83,94,75,101,83,70,92,246,89,81,90,93,"2,522",235,224,222,223,220,225,281,223,224,222,223,"5,300",899,"1,353",899,"1,200",949,8,3,3,2,6,17,"21,100"
4-May-10,"3,628","3,290","3,120","1,592","1,574",67,93,76,85,81,81,93,72,95,82,69,89,241,87,81,90,92,"2,525",233,224,222,224,219,225,284,225,224,222,223,"5,301",899,"1,353",901,"1,200",948,8,3,3,2,6,15,"21,059"
5-May-10,"3,614","3,322","3,098","1,581","1,559",66,89,74,84,80,81,91,72,99,81,68,90,237,85,81,90,91,"2,520",231,223,222,223,219,225,284,225,223,222,223,"5,307",898,"1,365",899,"1,196",949,8,3,3,2,6,15,"21,030"
6-May-10,"3,616","3,334","3,096","1,574","1,572",66,89,77,85,80,81,97,72,99,81,69,87,239,86,79,90,95,"2,524",233,224,222,224,218,224,284,225,223,224,223,"5,305",896,"1,364",899,"1,198",948,8,3,3,2,6,6,"21,041"
7-May-10,"3,604","3,297","3,069","1,600","1,580",65,85,73,83,79,80,100,70,98,85,72,86,242,94,79,94,95,"2,521",233,224,221,224,219,221,284,225,224,224,222,"5,317",902,"1,361",902,"1,198",954,8,3,3,2,6,26,"21,028"
8-May-10,"3,599","3,294","3,066","1,600","1,576",65,85,73,83,79,79,100,70,98,85,72,86,240,93,79,94,95,"2,521",233,224,221,224,219,221,284,225,224,224,222,"5,313",901,"1,361",901,"1,198",952,8,3,3,2,6,0,"20,983"
9-May-10,"3,598","3,294","3,067","1,600","1,573",65,84,73,83,79,79,100,69,98,85,72,85,239,93,80,94,95,"2,519",232,224,221,224,219,221,284,225,224,223,222,"5,312",901,"1,361",900,"1,198",952,8,3,3,2,6,25,"21,002"
