Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,458","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,551"
1-Mar-10,"3,908","3,359","3,083","1,435","1,715",85,94,93,100,98,99,91,69,95,81,93,92,234,102,95,96,98,"2,521",234,224,223,224,219,222,284,224,220,224,223,"5,188",894,"1,261",898,"1,182",953,10,5,3,2,6,12,"21,237"
2-Mar-10,"3,900","3,357","3,087","1,445","1,722",85,94,92,100,97,101,90,83,95,80,93,93,231,100,95,95,98,"2,519",233,222,223,224,219,223,284,223,220,224,224,"5,191",897,"1,263",901,"1,179",951,10,5,3,2,6,11,"21,248"
3-Mar-10,"3,905","3,358","3,090","1,438","1,727",85,94,91,100,97,101,90,82,96,80,92,93,238,98,94,94,102,"2,521",234,222,223,224,219,223,284,223,224,223,222,"5,196",901,"1,263",899,"1,181",952,11,6,3,2,6,15,"21,267"
4-Mar-10,"3,914","3,339","3,092","1,480","1,725",87,94,91,98,97,99,89,82,97,79,93,92,239,101,94,92,101,"2,520",234,222,223,224,219,222,284,224,223,222,223,"5,194",900,"1,262",900,"1,178",954,11,6,3,2,6,16,"21,297"
5-Mar-10,"3,913","3,348","3,083","1,464","1,704",84,93,93,95,98,97,88,79,100,74,91,90,237,100,94,92,99,"2,523",234,224,223,224,219,223,283,224,223,223,223,"5,193",901,"1,257",900,"1,182",953,11,6,3,2,6,41,"21,286"
6-Mar-10,"3,914","3,347","3,084","1,464","1,703",84,93,93,95,98,96,88,79,100,74,91,90,237,100,94,92,99,"2,521",234,223,223,224,219,223,283,224,223,222,223,"5,189",901,"1,257",899,"1,180",952,11,6,3,2,6,39,"21,278"
7-Mar-10,"3,914","3,343","3,083","1,464","1,700",84,92,93,95,98,96,88,79,100,74,91,90,236,100,94,91,99,"2,520",234,223,223,224,219,223,283,223,223,222,223,"5,189",901,"1,257",899,"1,180",952,11,6,3,2,6,39,"21,269"
8-Mar-10,"3,902","3,312","3,087","1,441","1,729",88,92,96,96,101,97,95,81,100,79,92,93,238,101,92,87,101,"2,527",235,223,225,224,219,224,282,224,224,224,223,"5,215",902,"1,262",901,"1,201",949,11,6,3,2,6,13,"21,243"
9-Mar-10,"3,888","3,349","3,092","1,405","1,744",89,97,96,100,101,97,93,81,102,79,93,92,240,101,97,87,99,"2,527",234,224,225,224,218,224,283,224,224,223,224,"5,210",901,"1,261",900,"1,199",949,11,6,3,2,6,13,"21,245"
