date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","4,022",58,0,"3,082","1,781","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,164,40,34,8,42,40,"24,247"
1-Jul-18,"3,421","3,839",37,0,"3,036","1,297",966,0,0,80,227,61,69,49,0,0,0,0,67,50,67,50,136,27,29,0,0,0,54,0,"3,709",239,290,269,252,205,200,267,272,259,266,272,207,202,272,237,"3,232",0,"1,303",997,0,932,6,0,4,2,40,3,29,8,0,0,"19,583"
2-Jul-18,"3,413","3,829",37,0,"3,042","1,295",955,0,0,79,223,59,69,48,0,0,0,0,66,49,67,51,144,17,29,0,0,0,54,0,"3,708",240,294,269,252,198,198,269,272,259,269,271,204,202,272,239,"3,230",0,"1,301",999,0,930,6,0,4,2,40,3,29,8,0,0,"19,555"
3-Jul-18,"3,415","3,767",37,0,"3,038","1,315",936,0,0,80,220,58,69,47,0,0,0,0,66,47,67,32,133,27,37,0,0,0,53,0,"3,708",240,294,269,252,197,198,269,269,260,270,271,204,202,271,242,"3,222",0,"1,297",999,0,926,6,0,4,2,38,2,28,8,0,0,"19,482"
4-Jul-18,"3,414","3,763",37,0,"3,038","1,315",933,0,0,80,217,58,69,47,0,0,0,0,66,47,67,32,133,27,37,0,0,0,53,0,"3,707",240,293,269,252,197,198,269,269,260,270,271,204,202,271,242,"3,223",0,"1,298",999,0,926,6,0,4,2,38,2,28,8,0,0,"19,474"
5-Jul-18,"3,414","3,744",37,0,"3,038","1,348",923,0,0,78,214,58,69,46,0,0,0,0,66,46,66,32,132,27,36,0,0,0,53,0,"3,697",239,292,269,252,197,198,267,269,260,268,271,204,200,270,241,"3,213",0,"1,292",997,0,924,6,0,4,2,36,2,28,6,0,0,"19,456"
6-Jul-18,"3,422","3,737",38,0,"3,051","1,350",925,0,0,79,212,57,69,44,0,0,0,0,66,46,66,32,138,28,35,0,0,0,53,0,"3,690",239,292,267,251,197,198,265,269,258,268,271,204,200,271,240,"3,206",0,"1,282",997,0,927,6,0,4,2,35,1,28,6,0,0,"19,460"
7-Jul-18,"3,420","3,738",38,0,"3,051","1,350",923,0,0,79,211,57,68,44,0,0,0,0,66,46,66,32,138,28,35,0,0,0,53,0,"3,689",239,292,267,251,197,198,265,269,258,268,271,203,200,271,240,"3,206",0,"1,282",997,0,927,6,0,4,2,35,1,28,6,0,0,"19,456"
8-Jul-18,"3,420","3,739",38,0,"3,051","1,350",921,0,0,79,209,57,68,44,0,0,0,0,66,46,66,32,138,28,35,0,0,0,53,0,"3,689",239,292,267,251,197,198,265,269,258,268,271,203,200,271,240,"3,205",0,"1,282",997,0,926,6,0,4,2,35,1,28,6,0,0,"19,454"
9-Jul-18,"3,420","3,739",38,0,"3,051","1,350",921,0,0,79,209,57,68,44,0,0,0,0,66,46,66,32,138,28,35,0,0,0,53,0,"3,689",239,292,267,251,197,198,265,269,258,268,271,203,200,271,240,"3,205",0,"1,282",997,0,926,6,0,4,2,35,1,28,6,0,0,"19,454"
