Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
10-Aug-13,"3,375","3,314",35,"3,232","2,221","1,444",90,75,66,68,86,78,59,67,81,76,93,91,228,101,72,53,60,"4,418",298,366,277,300,280,280,273,279,355,278,279,280,296,278,299,"4,385",0,"1,195",997,"1,301",892,12,5,3,4,0,0,"22,436"
11-Aug-13,"3,374","3,312",34,"3,231","2,221","1,440",90,75,66,66,86,78,59,67,81,75,93,91,227,101,72,53,60,"4,410",298,365,277,300,280,280,272,278,355,278,277,280,295,276,299,"4,383",0,"1,195",996,"1,300",892,12,5,3,4,0,0,"22,417"
12-Aug-13,"3,382","3,289",35,"3,228","2,252","1,454",89,75,66,70,87,83,59,69,80,77,93,91,231,100,72,53,59,"4,411",297,366,278,300,280,279,271,279,355,278,278,278,295,277,300,"4,392",0,"1,193",996,"1,307",896,12,5,3,4,0,0,"22,455"
13-Aug-13,"3,386","3,296",35,"3,234","2,250","1,448",91,71,64,70,86,82,59,73,76,77,93,92,230,100,72,53,59,"4,423",297,367,279,300,280,280,274,279,354,278,280,278,299,277,301,"4,391",0,"1,194",996,"1,306",895,13,5,4,4,0,0,"22,476"
14-Aug-13,"3,389","3,283",34,"3,243","2,237","1,459",90,70,64,72,86,82,58,72,76,78,93,92,244,100,71,52,59,"4,431",300,366,279,300,280,280,274,280,354,279,280,280,300,279,300,"4,395",0,"1,195",996,"1,309",895,13,5,4,4,0,0,"22,484"
15-Aug-13,"3,386","3,302",32,"3,236","2,231","1,446",90,70,64,70,88,82,58,72,76,78,93,92,233,100,68,52,60,"4,433",300,368,280,300,280,280,274,279,355,278,280,280,300,279,300,"4,401",0,"1,197","1,000","1,307",897,14,5,5,4,0,0,"22,481"
16-Aug-13,"3,392","3,311",32,"3,227","2,255","1,436",90,68,69,69,86,80,57,71,79,77,93,92,229,100,67,52,57,"4,433",300,369,280,300,280,280,274,279,355,277,280,280,300,279,300,"4,402",0,"1,198",999,"1,308",897,13,5,4,4,0,0,"22,501"
17-Aug-13,"3,388","3,304",35,"3,223","2,255","1,432",90,68,69,69,86,78,57,71,79,77,93,92,229,100,66,52,56,"4,425",300,369,277,300,280,279,274,279,354,274,280,280,300,279,300,"4,398",0,"1,197",999,"1,305",897,13,5,4,4,0,0,"22,473"
18-Aug-13,"3,386","3,305",35,"3,222","2,252","1,435",90,68,69,69,86,78,57,71,79,77,93,92,232,100,66,52,56,"4,421",300,368,277,298,280,279,274,279,354,273,280,280,300,279,300,"4,396",0,"1,196",999,"1,305",896,13,5,4,4,0,0,"22,465"
