date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,736","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
1-Aug-12,"3,343","3,186","3,199","2,004","1,603",91,80,82,79,82,82,75,83,97,78,93,91,237,94,90,71,98,"4,341",299,369,280,300,279,279,274,278,339,279,280,280,229,277,299,"4,263",0,"1,303",998,"1,056",906,12,5,3,4,0,10,"21,961"
2-Aug-12,"3,337","3,184","3,212","2,018","1,603",91,80,81,79,81,81,74,83,95,78,93,91,239,97,89,70,101,"4,342",298,368,280,299,280,278,274,279,340,278,280,280,228,279,301,"4,253",0,"1,295",996,"1,058",904,13,6,3,4,0,11,"21,973"
3-Aug-12,"3,347","3,193","3,210","2,043","1,590",92,75,80,79,77,81,79,80,97,76,92,91,239,91,88,73,100,"4,341",298,368,280,299,280,278,274,278,339,280,280,280,227,279,301,"4,247",0,"1,288",995,"1,060",904,11,4,3,4,0,32,"22,014"
4-Aug-12,"3,346","3,190","3,209","2,043","1,588",92,75,80,79,77,80,79,80,97,76,92,90,239,91,88,73,100,"4,338",297,368,280,298,280,278,274,278,338,280,280,280,227,279,301,"4,246",0,"1,288",995,"1,060",903,11,4,3,4,0,32,"22,003"
5-Aug-12,"3,344","3,191","3,208","2,043","1,589",92,75,80,79,77,81,79,80,97,76,92,90,239,91,88,73,100,"4,335",297,368,280,297,280,278,274,278,338,279,280,280,227,278,301,"4,245",0,"1,288",995,"1,059",903,11,4,3,4,0,33,"21,999"
6-Aug-12,"3,340","3,205","3,209","2,049","1,607",92,76,80,80,80,80,79,82,96,78,93,90,242,98,89,72,100,"4,345",301,368,280,301,280,279,274,279,338,279,280,280,227,279,300,"4,239",0,"1,288",992,"1,056",903,13,6,3,4,0,9,"22,016"
7-Aug-12,"3,337","3,255","3,215","2,059","1,598",92,74,80,78,80,81,77,79,95,79,93,90,242,100,88,71,99,"4,346",301,369,278,301,280,280,274,280,340,279,279,280,225,280,300,"4,233",0,"1,280",992,"1,056",905,11,5,3,3,0,10,"22,064"
8-Aug-12,"3,354","3,232","3,212","2,054","1,604",92,73,80,85,79,81,77,79,95,81,91,90,247,99,87,71,97,"4,356",301,369,278,301,280,280,274,280,340,280,279,280,235,279,300,"4,229",0,"1,271",999,"1,055",904,11,5,3,3,0,10,"22,062"
9-Aug-12,"3,356","3,246","3,215","2,064","1,597",90,74,78,85,78,80,76,79,95,83,92,88,246,99,87,71,96,"4,355",301,369,278,300,280,280,274,280,340,280,280,279,236,279,299,"4,222",0,"1,264",999,"1,055",904,11,5,3,3,0,7,"22,073"
