Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,155","1,824","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,821"
10-Aug-06,"4,485","3,287","2,032","1,763","1,762",90,100,91,102,101,98,98,100,101,90,89,87,222,101,97,98,97,"3,051",294,280,278,280,274,248,280,280,278,279,280,"4,876",971,866,994,128,948,969,15,6,6,3,5,6,"21,282"
11-Aug-06,"4,512","3,289","2,024","1,765","1,737",87,99,90,100,101,95,97,99,99,89,86,84,220,97,93,101,100,"3,041",290,280,279,280,271,250,280,275,277,280,279,"4,874",972,866,994,127,949,966,15,6,6,3,5,35,"21,297"
12-Aug-06,"4,511","3,285","2,023","1,765","1,735",87,99,90,100,101,94,97,99,99,89,86,84,219,97,93,101,100,"3,040",290,280,279,280,271,249,280,275,277,280,279,"4,870",970,866,992,127,949,966,15,6,6,3,5,35,"21,284"
13-Aug-06,"4,510","3,283","2,023","1,765","1,731",87,99,90,98,101,93,97,99,99,89,86,84,218,97,101,93,100,"3,038",290,280,278,280,271,249,280,274,277,280,279,"4,868",970,866,991,127,949,965,15,6,6,3,5,35,"21,273"
14-Aug-06,"4,480","3,286","2,033","1,799","1,765",90,102,94,99,102,97,98,102,99,92,90,87,217,96,96,102,102,"3,044",293,280,278,280,270,251,280,276,278,280,278,"4,871",972,866,993,127,950,963,14,6,5,3,5,6,"21,303"
15-Aug-06,"4,479","3,307","2,030","1,791","1,769",91,100,95,100,100,97,95,102,99,92,90,88,220,95,101,102,102,"3,039",294,278,280,277,272,250,274,278,279,279,278,"4,870",972,866,993,128,949,962,14,6,5,3,5,5,"21,309"
16-Aug-06,"4,488","3,308","2,031","1,807","1,784",92,100,96,100,101,96,101,101,102,92,90,88,222,99,100,102,102,"3,042",294,278,280,279,272,249,277,278,278,279,278,"4,861",972,865,988,127,949,960,14,6,5,3,5,5,"21,345"
17-Aug-06,"4,457","3,303","2,041","1,826","1,775",92,99,96,99,101,95,101,102,102,90,87,86,221,102,98,102,102,"3,049",294,278,280,279,272,249,280,279,279,280,279,"4,854",972,866,992,127,939,958,14,6,5,3,5,7,"21,331"
18-Aug-06,"4,478","3,302","2,035","1,825","1,746",88,101,92,98,99,99,101,98,100,89,86,84,217,100,97,98,99,"3,054",294,280,280,278,275,249,279,280,279,280,280,"4,857",971,866,992,128,943,957,12,4,5,3,5,35,"21,349"
