date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,905","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,714"
1-Nov-13,"3,374","3,299",38,"3,198","2,202","1,364",89,66,69,66,78,64,64,70,72,74,91,75,219,92,70,47,58,"4,422",300,369,276,300,279,279,274,280,354,280,280,279,295,279,298,"4,412",0,"1,201",998,"1,315",898,9,3,3,3,0,0,"22,318"
2-Nov-13,"3,374","3,296",38,"3,196","2,202","1,360",89,66,69,65,78,64,64,69,72,73,91,75,219,92,70,47,57,"4,420",300,368,276,300,278,279,274,280,354,280,280,279,295,279,298,"4,411",0,"1,201",998,"1,315",897,9,3,3,3,0,0,"22,306"
3-Nov-13,"3,373","3,296",38,"3,199","2,202","1,356",89,66,69,65,75,64,64,69,72,73,91,75,219,91,70,47,57,"4,417",300,368,276,300,278,279,274,280,354,279,280,278,294,279,298,"4,410",0,"1,202",998,"1,314",896,9,3,3,3,0,0,"22,300"
4-Nov-13,"3,372","3,305",37,"3,204","2,198","1,370",90,66,70,65,79,65,62,70,72,73,91,75,223,91,71,47,60,"4,412",300,369,276,300,277,280,274,278,353,278,280,278,292,278,299,"4,411",0,"1,200",998,"1,313",900,10,3,4,3,0,0,"22,319"
5-Nov-13,"3,387","3,260",37,"3,203","2,163","1,355",86,66,69,63,78,65,57,69,78,69,91,78,218,97,70,47,54,"4,420",299,368,278,300,279,280,273,278,354,279,280,280,291,280,301,"4,413",0,"1,199",997,"1,318",899,11,3,5,3,0,0,"22,249"
6-Nov-13,"3,379","3,294",36,"3,206","2,141","1,367",90,66,69,63,78,65,62,68,78,64,91,84,221,94,70,46,58,"4,422",299,367,277,300,278,280,274,280,355,281,280,280,291,280,300,"4,412",0,"1,199",997,"1,317",899,10,3,5,2,0,0,"22,267"
7-Nov-13,"3,378","3,290",37,"3,206","2,122","1,387",91,68,72,62,78,65,62,67,78,70,93,87,226,90,72,48,58,"4,425",299,368,278,300,280,280,275,280,355,278,280,280,292,280,300,"4,414",0,"1,201",997,"1,317",899,10,3,5,2,0,0,"22,269"
8-Nov-13,"3,374","3,300",37,"3,193","2,128","1,376",90,67,72,62,77,73,60,67,77,68,93,89,222,86,71,48,54,"4,422",299,368,280,300,280,280,274,279,355,278,280,280,290,280,299,"4,417",0,"1,200","1,000","1,319",898,10,3,5,2,0,0,"22,257"
9-Nov-13,"3,369","3,297",37,"3,194","2,128","1,375",90,67,72,62,77,73,60,67,77,68,93,89,222,85,71,48,54,"4,420",299,368,280,300,280,280,274,278,355,278,279,280,290,280,299,"4,411",0,"1,198",999,"1,317",897,10,3,5,2,0,0,"22,241"
