Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,790","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,024"
1-Nov-08,"3,953","3,703","3,110","1,908","1,753",86,96,92,98,100,96,98,100,99,87,89,84,239,100,96,96,97,"3,070",293,277,280,280,263,279,279,279,280,280,280,"5,373",970,"1,178","1,000","1,229",996,15,6,5,4,6,38,"22,929"
2-Nov-08,"3,952","3,700","3,108","1,908","1,750",86,96,92,98,99,96,98,100,100,86,88,83,239,100,96,96,97,"3,067",292,277,279,280,263,278,279,279,280,280,280,"5,372",970,"1,177","1,000","1,229",996,15,6,5,4,6,39,"22,917"
3-Nov-08,"3,945","3,690","3,108","1,899","1,804",91,102,96,101,100,98,100,100,101,90,91,90,247,102,96,99,100,"3,069",292,277,279,279,263,279,280,280,280,280,280,"5,378",971,"1,177",999,"1,233",998,15,6,5,4,6,4,"22,918"
4-Nov-08,"3,943","3,679","3,117","1,871","1,807",91,99,96,101,99,101,100,100,101,91,93,90,248,102,99,97,99,"3,078",291,278,279,280,272,279,279,280,280,280,280,"5,394",969,"1,178",999,"1,252",996,15,6,5,4,6,6,"22,916"
5-Nov-08,"3,913","3,690","3,116","1,857","1,808",90,98,95,100,99,100,100,100,102,91,93,90,249,102,101,97,101,"3,071",292,278,273,280,270,279,280,280,279,280,280,"5,438",958,"1,231",996,"1,253","1,000",14,5,5,4,6,6,"22,919"
6-Nov-08,"3,907","3,695","3,133","1,835","1,805",90,102,95,100,101,101,100,100,102,91,91,90,246,102,94,100,100,"3,085",294,281,277,280,274,280,280,280,279,280,280,"5,436",966,"1,230","1,000","1,241",999,14,5,5,4,6,6,"22,922"
7-Nov-08,"3,901","3,707","3,114","1,815","1,781",86,100,94,98,99,98,101,100,101,89,90,90,245,101,95,95,99,"3,084",294,279,277,280,274,281,280,280,280,279,280,"5,439",968,"1,236",999,"1,242",994,14,5,5,4,6,33,"22,894"
8-Nov-08,"3,898","3,704","3,111","1,815","1,777",86,100,94,98,98,99,101,100,101,88,89,90,244,101,94,95,99,"3,081",294,279,277,279,274,281,280,280,280,277,280,"5,437",968,"1,236",999,"1,240",994,14,5,5,4,6,32,"22,875"
9-Nov-08,"3,896","3,702","3,109","1,815","1,775",86,100,94,98,97,98,101,100,101,88,89,90,244,101,94,95,99,"3,080",293,279,277,279,274,281,280,280,280,277,280,"5,436",968,"1,236",999,"1,240",993,14,5,5,4,6,32,"22,865"
