date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,425","2,684","1,793","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,456"
10-Jun-07,"4,538","3,330","2,570","1,907","1,691",84,101,89,100,95,90,92,95,98,90,80,85,202,99,93,97,101,"3,076",291,280,280,280,274,273,280,280,279,280,279,"4,881",966,878,995,128,950,964,9,4,2,3,5,67,"22,074"
11-Jun-07,"4,533","3,347","2,585","1,899","1,743",89,102,87,100,96,97,97,101,101,92,83,90,207,102,98,99,102,"3,070",291,279,280,280,273,272,277,280,279,280,279,"4,872",962,876,994,128,949,963,10,4,3,3,5,10,"22,074"
12-Jun-07,"4,552","3,374","2,572","1,877","1,739",89,100,88,99,95,99,97,101,101,92,82,90,208,102,98,99,99,"3,069",293,279,279,280,273,272,279,279,278,280,277,"4,866",965,876,993,128,944,960,10,4,3,3,5,9,"22,073"
13-Jun-07,"4,545","3,375","2,556","1,863","1,743",87,100,94,100,101,99,97,100,101,92,82,89,207,102,95,98,99,"3,072",293,278,278,280,278,271,280,280,278,279,277,"4,869",965,876,994,128,944,962,10,4,3,3,5,8,"22,046"
14-Jun-07,"4,531","3,376","2,572","1,899","1,750",87,100,94,101,101,99,97,100,101,92,80,88,207,102,102,98,101,"3,072",293,278,279,280,275,273,278,280,279,280,277,"4,878",970,876,992,127,951,962,10,4,3,3,5,10,"22,103"
15-Jun-07,"4,544","3,362","2,579","1,878","1,699",81,97,92,99,97,96,93,96,100,82,84,82,201,98,102,100,99,"3,074",292,277,279,280,276,274,280,280,279,280,277,"4,876",969,877,993,127,949,961,10,4,3,3,5,63,"22,090"
16-Jun-07,"4,540","3,364","2,577","1,878","1,699",81,97,92,99,97,96,93,96,100,82,84,82,201,98,102,100,99,"3,072",292,277,279,280,276,274,279,280,279,280,276,"4,874",969,877,992,127,948,961,10,4,3,3,5,61,"22,080"
17-Jun-07,"4,540","3,363","2,575","1,878","1,697",81,97,92,100,97,96,92,96,100,82,84,80,201,98,102,100,99,"3,072",292,277,279,280,276,274,279,280,279,280,276,"4,874",969,877,992,127,948,961,10,4,3,3,5,61,"22,075"
18-Jun-07,"4,524","3,372","2,591","1,862","1,747",89,100,94,100,99,99,94,100,100,91,91,82,210,102,101,95,100,"3,075",291,278,279,280,276,274,280,280,278,279,280,"4,878",969,877,991,128,947,966,10,4,3,3,5,7,"22,071"
