Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,704","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000","1,000","1,000",16,6,6,4,6,0,"23,030"
19-Aug-08,"4,187","3,712","3,099","2,090","1,743",87,98,85,96,98,98,100,96,101,84,87,86,237,100,99,96,95,"3,079",293,280,279,280,273,279,280,279,280,280,276,"4,824",970,893,"1,000",976,985,13,6,4,3,4,12,"22,763"
20-Aug-08,"4,178","3,682","3,105","2,115","1,736",90,98,84,94,97,99,99,95,100,84,86,84,237,100,99,96,94,"3,077",293,280,279,279,272,280,280,278,279,280,277,"4,852",970,892,"1,000","1,004",986,12,6,4,2,4,8,"22,769"
21-Aug-08,"4,181","3,694","3,099","2,128","1,737",91,97,84,94,99,98,99,97,99,84,86,84,237,99,100,95,94,"3,072",293,281,278,279,272,280,274,279,278,279,279,"4,831",970,891,"1,000",993,977,12,6,4,2,4,10,"22,768"
22-Aug-08,"4,197","3,691","3,086","2,130","1,702",89,90,87,93,98,98,94,95,95,83,86,81,232,101,99,94,87,"3,080",294,281,276,280,274,280,280,279,279,277,280,"4,839",969,893,"1,000",992,985,12,6,4,2,4,38,"22,779"
23-Aug-08,"4,193","3,691","3,084","2,130","1,697",88,90,87,93,98,96,94,95,95,83,86,80,233,100,98,94,87,"3,079",294,281,276,280,274,280,280,279,278,277,280,"4,832",967,892,"1,000",990,983,12,6,4,2,4,38,"22,760"
24-Aug-08,"4,191","3,691","3,081","2,130","1,698",88,90,87,93,98,96,94,95,95,83,86,80,233,101,98,94,87,"3,078",294,281,276,280,274,280,280,278,278,277,280,"4,831",967,891,"1,000",990,983,12,6,4,2,4,35,"22,751"
25-Aug-08,"4,198","3,651","3,099","2,156","1,721",88,94,85,94,99,96,95,98,95,91,86,83,235,101,100,93,88,"3,078",293,279,277,279,274,280,279,280,280,278,279,"4,837",968,890,999,997,983,11,6,4,1,4,9,"22,764"
26-Aug-08,"4,198","3,604","3,112","2,157","1,768",89,101,89,99,101,99,95,101,96,91,86,84,250,102,100,92,93,"3,080",294,279,277,280,275,280,279,280,279,279,278,"4,836",970,891,998,993,984,11,6,4,1,6,8,"22,780"
27-Aug-08,"4,201","3,568","3,121","2,158","1,779",90,101,89,100,101,99,97,102,100,87,86,88,248,101,102,96,92,"3,080",295,280,278,280,275,279,276,280,279,279,279,"4,847",971,892,999,998,987,11,6,4,1,6,13,"22,784"
