date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,450","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,543"
1-Apr-10,"3,777","3,267","3,119","1,502","1,691",80,94,85,100,91,93,94,90,90,86,85,93,233,100,90,97,90,"2,529",235,224,224,224,219,223,285,225,224,223,223,"5,208",905,"1,260",900,"1,190",953,11,5,4,2,6,6,"21,116"
2-Apr-10,"3,772","3,240","3,098","1,507","1,687",79,94,83,95,91,91,96,90,96,87,85,92,233,100,90,97,88,"2,528",234,224,224,224,219,224,285,225,224,223,222,"5,206",905,"1,262",900,"1,186",953,11,5,4,2,6,15,"21,070"
3-Apr-10,"3,770","3,241","3,098","1,507","1,687",79,94,83,95,91,91,96,90,96,87,85,92,233,100,90,97,88,"2,524",234,222,224,224,219,224,284,224,224,223,222,"5,204",905,"1,261",900,"1,185",953,11,5,4,2,6,12,"21,060"
4-Apr-10,"3,770","3,241","3,096","1,507","1,686",79,94,83,94,91,91,96,90,96,87,85,92,233,100,90,97,88,"2,523",234,222,224,224,219,224,283,224,224,223,222,"5,198",904,"1,259",899,"1,185",951,10,4,4,2,6,14,"21,051"
5-Apr-10,"3,778","3,249","3,082","1,515","1,688",79,94,85,95,91,92,95,90,92,87,84,91,234,98,89,97,95,"2,522",233,222,224,224,219,224,283,225,224,223,221,"5,186",901,"1,258",898,"1,178",951,10,4,4,2,6,6,"21,042"
6-Apr-10,"3,754","3,277","3,112","1,483","1,683",79,94,84,95,91,92,95,90,91,87,83,91,233,99,89,95,95,"2,528",234,223,224,224,219,224,284,225,223,224,224,"5,184",900,"1,261",899,"1,176",948,10,4,4,2,6,6,"21,043"
7-Apr-10,"3,756","3,308","3,113","1,455","1,692",79,94,84,96,90,90,95,90,91,88,83,93,239,101,89,95,95,"2,529",234,223,224,224,219,224,286,225,222,224,224,"5,192",900,"1,260",903,"1,181",948,10,4,4,2,6,7,"21,068"
8-Apr-10,"3,760","3,324","3,106","1,449","1,673",77,91,82,96,88,89,95,89,92,86,83,93,234,101,89,93,95,"2,521",234,222,222,224,218,224,284,223,224,222,224,"5,179",893,"1,258",899,"1,177",952,10,4,4,2,6,0,"21,028"
9-Apr-10,"3,738","3,306","3,101","1,439","1,659",73,89,80,95,88,89,95,89,91,83,83,93,233,102,88,93,95,"2,523",234,222,222,224,220,224,284,225,222,222,224,"5,196",903,"1,270",899,"1,174",950,10,4,4,2,6,23,"21,001"
