date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","3,750",58,0,"3,082","1,781","1,188",0,0,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,095"
1-Aug-17,"3,382","3,343",32,10,"3,035","1,237",875,0,0,60,77,62,0,0,58,15,60,47,76,41,172,10,13,54,17,59,54,0,"3,827",240,294,256,272,270,224,274,275,350,198,222,260,235,223,234,"3,060",0,"1,168","1,000",0,892,13,6,5,2,36,1,31,4,0,0,"18,850"
2-Aug-17,"3,373","3,335",31,10,"3,039","1,218",888,0,0,60,79,61,0,0,65,15,60,47,76,41,172,10,12,60,17,59,54,0,"3,828",239,292,254,273,269,224,272,279,352,197,224,262,232,224,235,"3,057",0,"1,168",998,0,891,13,6,5,2,36,1,31,4,0,0,"18,828"
3-Aug-17,"3,371","3,348",31,10,"3,032","1,248",887,0,0,57,75,65,0,0,65,15,60,47,80,44,169,10,11,60,17,59,53,0,"3,828",239,291,255,273,273,224,273,278,351,196,224,262,231,223,235,"3,057",0,"1,169",998,0,890,13,6,5,2,37,1,31,5,0,0,"18,862"
4-Aug-17,"3,369","3,304",31,26,"3,033","1,236",897,0,0,57,74,65,0,0,74,15,58,46,79,43,167,10,11,70,17,59,52,0,"3,833",240,288,258,278,272,223,272,279,351,199,223,261,231,223,235,"3,069",0,"1,178",998,0,893,12,5,5,2,13,1,9,3,0,0,"18,823"
5-Aug-17,"3,368","3,303",31,26,"3,031","1,236",892,0,0,57,74,62,0,0,72,15,58,46,79,43,167,10,11,70,17,59,52,0,"3,831",240,288,258,278,271,223,272,279,351,199,222,261,231,223,235,"3,068",0,"1,177",998,0,893,12,5,5,2,14,1,9,3,0,1,"18,812"
6-Aug-17,"3,367","3,303",31,26,"3,029","1,236",894,0,0,57,74,65,0,0,71,15,58,46,79,43,167,10,11,70,17,59,52,0,"3,830",240,288,258,277,271,223,272,279,351,199,223,261,231,223,234,"3,068",0,"1,177",998,0,893,12,5,5,2,14,1,9,3,0,1,"18,810"
7-Aug-17,"3,365","3,304",31,26,"3,034","1,246",905,0,0,57,75,65,0,0,71,15,61,52,78,44,169,10,11,69,17,59,52,0,"3,826",240,287,258,276,271,223,272,274,351,199,222,261,230,223,239,"3,067",0,"1,176",998,0,893,12,5,5,2,18,1,14,3,0,0,"18,834"
8-Aug-17,"3,358","3,328",32,24,"3,038","1,228",896,0,0,58,74,65,0,0,69,15,62,52,78,43,169,10,11,62,17,59,52,0,"3,833",240,294,258,276,270,222,274,275,351,199,222,261,230,222,239,"3,069",0,"1,177",998,0,894,13,6,5,2,18,1,14,3,0,0,"18,837"
9-Aug-17,"3,349","3,283",32,24,"3,045","1,260",893,0,0,56,72,63,0,0,71,15,62,52,78,45,169,10,10,62,17,59,52,0,"3,843",240,294,258,276,271,224,272,280,352,199,224,262,228,224,239,"3,075",0,"1,175","1,000",0,900,13,6,5,2,18,1,14,3,0,0,"18,835"
