date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,752","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,178"
19-May-09,"4,122","3,450","3,105","1,653","1,550",80,79,70,84,72,85,78,82,96,74,81,68,249,100,80,76,96,"2,919",277,265,263,266,259,264,266,262,266,266,265,"5,490",956,"1,361",984,"1,214",975,10,4,4,2,6,10,"22,315"
20-May-09,"4,135","3,436","3,108","1,640","1,546",79,79,70,85,72,85,78,81,96,74,80,68,248,99,80,76,96,"2,921",279,264,262,266,256,265,266,267,266,265,265,"5,498",958,"1,360",984,"1,220",976,10,4,4,2,6,7,"22,307"
21-May-09,"4,124","3,440","3,110","1,613","1,554",79,88,71,85,72,85,77,81,93,74,80,68,253,99,77,77,95,"2,922",280,264,263,266,256,265,266,266,266,265,265,"5,503",958,"1,363",984,"1,224",974,10,4,4,2,6,9,"22,291"
22-May-09,"4,134","3,426","3,105","1,596","1,558",78,88,71,86,78,85,77,80,89,76,80,78,249,99,77,77,90,"2,931",280,265,265,266,260,266,266,266,266,266,265,"5,501",956,"1,363",983,"1,223",976,10,4,4,2,6,10,"22,277"
23-May-09,"4,133","3,424","3,103","1,596","1,558",78,88,71,86,78,85,77,80,89,76,80,78,249,99,77,77,90,"2,930",280,265,265,265,260,266,266,266,266,266,265,"5,495",956,"1,362",981,"1,221",975,10,4,4,2,6,10,"22,265"
24-May-09,"4,132","3,425","3,099","1,596","1,558",78,88,71,86,78,85,77,80,89,76,80,78,249,99,77,77,90,"2,929",280,265,264,265,260,266,266,266,266,266,265,"5,494",956,"1,362",981,"1,220",975,10,4,4,2,6,9,"22,258"
25-May-09,"4,126","3,419","3,094","1,599","1,563",78,88,71,86,78,90,77,80,89,76,80,78,249,99,77,77,90,"2,928",280,265,264,265,260,265,266,266,266,266,265,"5,492",955,"1,362",981,"1,219",975,10,4,4,2,6,9,"22,246"
26-May-09,"4,120","3,442","3,083","1,591","1,559",77,87,70,82,74,90,77,80,88,77,90,78,249,95,77,76,92,"2,930",280,265,266,266,259,266,266,266,266,266,264,"5,488",950,"1,362",983,"1,218",975,10,4,4,2,6,10,"22,239"
27-May-09,"4,113","3,456","3,071","1,524","1,557",76,86,75,81,72,91,77,81,88,76,89,78,248,95,76,76,92,"2,931",280,266,266,266,260,265,266,266,267,266,263,"5,488",952,"1,361",984,"1,218",973,10,4,4,2,6,10,"22,166"
