date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
18-Jul-19,"3,211","3,754",25,0,"2,645","1,256","1,056",86,319,86,0,0,0,0,0,0,77,49,81,69,144,13,24,0,0,0,54,0,54,0,"4,288",291,294,278,310,323,274,312,280,349,280,279,279,160,279,300,"3,174",0,"1,256",997,0,921,9,0,6,3,32,1,28,2,0,1,"19,450"
19-Jul-19,"3,221","3,745",23,0,"2,649","1,258","1,094",82,317,85,0,48,0,0,0,0,75,49,79,67,147,17,24,0,0,0,52,0,52,0,"4,290",291,293,280,307,324,275,325,279,345,279,279,277,160,278,298,"3,173",0,"1,255",997,0,921,9,0,6,3,32,1,28,2,0,1,"19,494"
20-Jul-19,"3,219","3,747",23,0,"2,649","1,258","1,091",82,315,85,0,48,0,0,0,0,75,49,79,67,146,17,24,0,0,0,52,0,52,0,"4,290",291,293,280,307,324,274,325,279,345,280,279,277,160,278,298,"3,171",0,"1,254",996,0,921,9,0,6,3,32,1,28,2,0,1,"19,489"
21-Jul-19,"3,217","3,743",23,0,"2,649","1,258","1,039",0,0,82,315,84,0,48,0,0,0,0,75,49,79,67,146,17,24,0,0,0,53,0,"4,289",290,293,280,307,324,274,325,279,345,280,279,277,160,278,298,"3,170",0,"1,253",996,0,921,9,0,6,3,32,1,28,2,0,1,"19,429"
22-Jul-19,"3,215","3,765",23,0,"2,650","1,211","1,043",0,0,82,320,84,0,48,0,0,0,0,75,49,79,67,146,16,24,0,0,0,53,0,"4,291",290,291,279,306,321,274,325,280,350,280,279,280,159,278,299,"3,175",0,"1,251",996,0,928,9,0,6,3,32,1,28,2,0,1,"19,414"
23-Jul-19,"3,211","3,758",23,0,"2,648","1,192","1,038",0,0,82,310,84,0,49,0,0,0,0,75,49,78,69,150,16,23,0,0,0,53,0,"4,302",300,290,279,310,321,274,325,279,349,280,279,280,159,278,299,"3,186",0,"1,265",995,0,926,9,0,6,3,32,1,28,2,0,1,"19,399"
24-Jul-19,"3,227","3,718",22,0,"2,645","1,212","1,057",0,0,82,321,83,0,49,0,0,0,0,73,49,78,69,151,15,32,0,0,0,55,0,"4,306",300,292,279,310,325,274,323,279,351,280,278,280,159,277,299,"3,186",0,"1,263",995,0,928,9,0,6,3,32,1,28,2,0,1,"19,414"
25-Jul-19,"3,223","3,738",22,0,"2,641","1,196","1,055",0,0,82,319,83,0,49,0,0,0,0,73,48,78,67,149,15,32,0,0,0,60,0,"4,306",300,293,277,309,328,279,321,279,349,280,278,280,159,276,298,"3,178",0,"1,257",994,0,927,9,0,6,3,33,2,28,2,0,1,"19,401"
26-Jul-19,"3,234","3,732",23,0,"2,647","1,216","1,053",0,0,82,318,83,0,48,0,0,0,0,78,48,77,67,145,16,32,0,0,0,59,0,"4,301",300,293,277,309,328,278,316,280,348,281,278,280,159,274,300,"3,182",0,"1,248",999,0,935,8,0,6,2,33,2,28,2,0,1,"19,429"
27-Jul-19,"3,233","3,731",23,0,"2,646","1,216","1,052",0,0,82,317,83,0,48,0,0,0,0,78,48,77,67,145,16,32,0,0,0,59,0,"4,301",300,293,278,309,328,278,316,280,348,280,278,280,159,274,300,"3,182",0,"1,248",999,0,935,8,0,6,2,33,2,28,2,0,1,"19,425"
