Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,662","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,988"
10-Apr-08,"4,206","3,695","3,125","1,970","1,741",90,96,91,98,83,99,85,100,100,90,87,85,248,97,100,95,97,"3,076",292,279,279,279,274,279,280,280,279,280,275,"4,810",971,893,998,0,955,993,13,5,5,3,5,8,"22,649"
11-Apr-08,"4,190","3,694","3,113","1,977","1,725",87,101,90,100,83,98,83,96,97,90,88,83,246,96,96,97,94,"3,086",294,280,280,280,274,279,280,280,279,280,280,"4,813",970,892,999,0,959,993,13,5,5,3,5,30,"22,646"
12-Apr-08,"4,189","3,691","3,111","1,977","1,723",87,101,90,100,83,98,83,96,97,90,88,83,246,95,95,97,94,"3,084",294,280,280,280,274,278,280,280,279,279,280,"4,813",970,892,999,0,959,993,13,5,5,3,5,29,"22,635"
13-Apr-08,"4,185","3,690","3,111","1,977","1,720",87,101,89,100,83,98,83,96,97,89,88,83,245,95,95,97,94,"3,083",294,280,280,279,274,278,280,280,279,279,280,"4,810",969,892,998,0,958,993,13,5,5,3,5,28,"22,622"
14-Apr-08,"4,175","3,718","3,115","1,978","1,742",89,101,90,101,84,99,83,98,100,89,89,88,248,94,96,96,97,"3,083",294,280,280,280,274,277,280,280,278,280,280,"4,808",969,891,997,0,956,995,13,5,5,3,5,6,"22,643"
15-Apr-08,"4,197","3,701","3,082","1,971","1,783",89,100,93,101,98,99,101,93,99,88,92,87,250,99,95,100,99,"3,084",294,280,280,279,275,279,280,280,278,279,280,"4,807",970,893,997,0,953,994,12,5,4,3,4,4,"22,645"
16-Apr-08,"4,190","3,670","3,110","1,965","1,784",89,100,95,101,96,98,101,100,96,88,92,87,250,101,91,100,99,"3,083",293,280,280,280,274,281,278,280,278,279,280,"4,814",968,891,"1,000",0,958,997,12,5,4,3,5,6,"22,639"
17-Apr-08,"4,184","3,686","3,103","1,989","1,779",89,100,94,100,96,97,101,100,101,87,90,86,250,100,91,98,99,"3,082",292,280,280,280,274,280,280,280,278,280,278,"4,809",968,890,999,0,955,997,12,5,4,3,5,4,"22,653"
18-Apr-08,"4,172","3,684","3,116","2,001","1,754",92,98,92,97,93,96,100,100,96,86,90,82,244,99,89,99,101,"3,084",294,280,280,280,273,281,279,280,280,280,277,"4,811",970,890,"1,000",0,955,996,12,5,4,3,5,28,"22,667"
