Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,075","1,953","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,846"
1-Jul-06,"4,442","3,324","2,001","1,675","1,778",91,101,95,102,97,99,102,101,100,91,82,88,225,101,101,100,102,"3,032",292,280,277,276,270,244,277,280,279,279,278,"4,857",964,868,992,127,943,963,11,3,5,3,5,4,"21,129"
2-Jul-06,"4,441","3,321","2,000","1,675","1,776",91,101,94,102,97,99,102,101,100,91,82,87,225,101,101,100,102,"3,031",292,280,277,275,270,244,277,280,279,279,278,"4,856",963,868,992,127,943,963,11,3,5,3,5,5,"21,121"
3-Jul-06,"4,443","3,295","1,993","1,669","1,777",91,101,94,101,101,99,101,101,100,91,82,86,226,100,101,100,102,"3,040",294,280,279,274,271,246,277,280,279,280,280,"4,870",965,868,994,127,948,968,11,3,5,3,5,5,"21,108"
4-Jul-06,"4,442","3,293","1,994","1,669","1,775",91,101,94,101,101,98,101,101,100,91,82,86,225,100,101,100,102,"3,037",293,280,278,274,271,246,277,280,278,280,280,"4,867",964,867,993,127,948,968,11,3,5,3,5,5,"21,098"
5-Jul-06,"4,434","3,257","2,014","1,711","1,782",92,102,94,101,101,98,101,101,102,91,82,89,225,100,101,100,102,"3,044",294,280,278,274,274,246,279,279,280,280,280,"4,864",961,866,995,127,947,968,11,3,5,3,5,5,"21,127"
6-Jul-06,"4,452","3,269","2,012","1,711","1,781",92,102,96,100,101,96,101,101,102,91,82,89,225,99,101,101,102,"3,054",290,279,280,278,275,252,278,281,281,280,280,"4,872",966,867,995,128,951,965,11,3,5,3,5,5,"21,172"
7-Jul-06,"4,460","3,273","2,027","1,709","1,686",81,94,92,97,95,94,90,97,98,86,81,84,220,95,97,93,92,"3,044",290,278,280,275,273,252,277,281,279,279,280,"4,865",964,867,993,128,951,962,9,3,3,3,5,102,"21,180"
8-Jul-06,"4,456","3,273","2,026","1,709","1,683",81,94,92,97,95,94,90,97,98,85,79,84,220,95,97,93,92,"3,042",289,278,280,274,273,252,277,281,279,279,280,"4,858",962,865,992,128,950,961,9,3,3,3,5,101,"21,162"
9-Jul-06,"4,450","3,273","2,023","1,709","1,683",82,93,92,97,95,94,90,97,98,85,79,84,220,95,97,93,92,"3,040",289,278,279,274,273,252,277,281,278,279,280,"4,857",962,865,992,128,949,961,9,3,3,3,5,100,"21,149"
