Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilikinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,TOTALS
Capacity,"5,551","3,049","2,214","2,137","1,328",75,75,75,75,75,75,75,75,75,75,75,75,128,75,75,75,75,"2,500",250,250,250,250,250,250,250,250,250,250,"3,900","1,000",500,"1,000",500,900,24,6,12,6,6,"20,709"
1-Feb-02,"5,303","2,844","2,024","1,634","1,240",73,73,73,73,74,74,67,71,74,69,65,66,109,70,69,70,70,"1,963",0,219,215,207,229,236,218,205,217,217,"3,572",851,500,885,456,880,17,5,11,1,6,"18,603"
2-Feb-02,"5,300","2,843","2,023","1,633","1,239",73,73,73,73,74,74,67,70,74,69,65,66,109,70,69,70,70,"1,963",0,219,215,207,229,236,218,205,217,217,"3,572",851,500,885,456,880,17,5,11,1,6,"18,596"
3-Feb-02,"5,299","2,844","2,023","1,633","1,238",73,73,73,72,74,74,67,70,74,69,65,66,109,70,69,70,70,"1,963",0,219,215,206,229,236,218,205,217,218,"3,570",851,500,884,455,880,17,5,11,1,6,"18,593"
4-Feb-02,"5,291","2,825","2,040","1,641","1,274",74,72,74,73,75,75,73,72,74,75,66,67,115,75,73,70,71,"1,982",0,219,216,210,226,241,219,216,217,218,"3,561",848,500,881,452,880,17,5,11,1,6,"18,637"
5-Feb-02,"5,311","2,837","2,029","1,656","1,274",74,72,74,73,75,75,72,72,75,75,65,67,117,75,73,69,71,"1,978",0,219,216,207,226,241,219,216,216,218,"3,559",848,500,881,452,878,16,5,10,1,6,"18,666"
6-Feb-02,"5,300","2,831","2,046","1,659","1,274",74,72,73,73,75,75,72,72,74,75,67,67,117,75,73,69,71,"1,976",0,219,216,206,226,241,219,215,216,218,"3,572",858,500,881,455,878,16,5,10,1,6,"18,680"
7-Feb-02,"5,319","2,804","2,045","1,701","1,269",72,71,73,72,74,75,72,72,75,74,67,67,117,75,74,69,70,"1,976",0,218,216,206,226,240,221,215,216,218,"3,570",857,498,885,454,876,16,5,10,1,6,"18,706"
8-Feb-02,"5,314","2,825","2,049","1,701","1,218",68,70,67,72,72,67,71,68,70,71,66,67,115,70,69,66,69,"1,977",0,218,215,214,225,239,219,214,215,218,"3,572",859,498,884,455,876,17,5,11,1,6,"18,679"
9-Feb-02,"5,313","2,825","2,048","1,685","1,218",68,70,67,72,72,67,71,68,70,71,66,67,115,70,69,66,69,"1,976",0,218,215,213,225,239,219,214,215,218,"3,571",859,498,883,455,876,17,5,11,1,6,"18,659"
10-Feb-02,"5,310","2,824","2,047","1,684","1,217",68,70,67,72,72,67,71,68,70,71,65,67,115,70,69,66,69,"1,976",0,218,215,213,225,239,219,214,215,218,"3,571",859,498,883,455,876,17,5,11,1,6,"18,652"
11-Feb-02,"5,309","2,828","2,030","1,705","1,271",71,73,74,74,75,75,73,72,75,74,66,66,115,74,71,72,71,"1,979",0,217,213,212,229,243,218,216,213,218,"3,568",858,498,884,455,873,16,4,11,1,6,"18,712"
12-Feb-02,"5,329","2,816","2,051","1,679","1,267",74,71,74,74,75,75,73,70,75,73,66,66,115,74,70,71,71,"1,977",0,215,213,212,229,243,218,216,213,218,"3,567",861,497,882,454,873,16,4,11,1,6,"18,708"
